Player,Age,G,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos
Kendrick Perkins,28-33,246,19.8,1.5,3.3,1.5,3.3,0.0,0.0,0.5,1.0,1.3,3.7,5.0,1.1,0.4,0.7,1.4,2.6,3.6,0.46,0.462,0.0,0.542,0.479,0.46,C
Nikola Peković,27-30,159,28.9,5.8,11.4,5.8,11.4,0.0,0.0,3.5,4.5,3.3,4.6,8.0,0.9,0.6,0.5,1.5,2.2,15.1,0.507,0.507,0.0,0.763,0.56,0.507,C
Gary Payton II,24-30,164,14.8,2.2,3.9,1.7,2.5,0.5,1.4,0.3,0.6,0.8,2.0,2.8,1.1,1.0,0.3,0.6,1.7,5.1,0.548,0.664,0.341,0.593,0.613,0.609,G
Elfrid Payton,20-27,500,26.8,4.2,9.3,3.8,8.0,0.4,1.3,1.3,2.2,1.0,3.0,4.0,5.7,1.2,0.3,2.2,2.0,10.1,0.447,0.474,0.287,0.623,0.49,0.467,G
Cameron Payne,21-28,327,18.2,3.1,7.4,2.0,4.4,1.1,2.9,0.8,0.9,0.3,1.9,2.2,3.4,0.7,0.2,1.3,1.7,8.0,0.42,0.458,0.363,0.816,0.515,0.493,G
Adreian Payne,23-26,107,13.1,1.6,4.0,1.5,3.5,0.1,0.6,0.6,0.9,0.7,2.2,2.9,0.6,0.4,0.3,0.8,1.9,4.0,0.406,0.43,0.254,0.68,0.455,0.423,F-C
Sasha Pavlović,29,39,13.5,1.1,3.1,0.6,1.5,0.5,1.5,0.0,0.2,0.2,1.3,1.4,0.8,0.6,0.1,0.4,1.5,2.6,0.353,0.407,0.3,0.167,0.423,0.429,G-F
Chris Paul,27-37,729,32.7,6.1,13.0,4.5,8.6,1.6,4.4,3.4,3.9,0.5,4.0,4.5,9.2,1.9,0.2,2.3,2.3,17.3,0.472,0.522,0.372,0.885,0.589,0.534,G
Justin Patton,20-23,22,13.5,1.6,4.0,1.2,2.2,0.5,1.8,0.2,0.3,0.8,2.0,2.7,0.9,0.7,0.6,0.3,2.0,3.9,0.404,0.531,0.25,0.667,0.469,0.461,C
Patrick Patterson,23-31,603,20.8,2.5,5.7,1.4,2.8,1.0,2.8,0.6,0.7,1.0,2.8,3.8,1.1,0.5,0.4,0.6,1.5,6.6,0.439,0.509,0.37,0.766,0.55,0.532,F
Anžejs Pasečņiks,24-25,28,15.8,2.2,4.2,2.2,4.0,0.0,0.1,1.2,2.1,1.5,2.3,3.9,0.7,0.3,0.4,1.0,2.8,5.6,0.521,0.54,0.0,0.586,0.547,0.521,C
Eric Paschall,23-25,158,19.5,3.7,7.4,3.1,5.6,0.6,1.8,1.9,2.5,0.9,2.3,3.2,1.4,0.3,0.2,1.0,1.5,9.8,0.494,0.55,0.326,0.758,0.577,0.535,F
Chandler Parsons,24-31,377,30.4,5.0,10.8,3.3,6.4,1.7,4.4,1.5,2.1,0.7,3.7,4.4,2.8,0.9,0.3,1.5,1.9,13.2,0.463,0.523,0.376,0.729,0.563,0.54,F
Tony Parker,30-36,448,26.3,5.3,10.9,5.0,9.9,0.4,1.0,2.2,2.7,0.2,1.9,2.1,5.1,0.6,0.1,1.9,1.3,13.2,0.49,0.503,0.359,0.787,0.545,0.506,G
Jabari Parker,19-26,310,27.5,5.7,11.5,5.0,9.4,0.7,2.1,2.0,2.8,1.4,4.0,5.5,2.0,0.9,0.4,1.7,2.0,14.1,0.494,0.531,0.326,0.743,0.554,0.523,F
Jeremy Pargo,26-33,42,16.6,2.6,6.5,2.0,4.5,0.7,1.9,1.0,1.5,0.2,1.0,1.2,2.4,0.3,0.0,1.3,1.3,6.9,0.404,0.429,0.346,0.667,0.484,0.456,G
Kostas Papanikolaou,24-25,69,15.8,1.3,3.8,0.8,1.8,0.6,2.0,0.3,0.5,0.7,1.6,2.3,1.5,0.6,0.3,1.1,1.4,3.6,0.354,0.416,0.297,0.688,0.449,0.432,F
Georgios Papagiannis,19-20,39,12.2,1.9,3.7,1.9,3.6,0.0,0.1,0.3,0.4,0.9,2.2,3.2,0.7,0.2,0.6,0.8,1.4,4.1,0.514,0.521,0.0,0.857,0.533,0.514,C
Zaza Pachulia,28-34,461,20.2,2.4,5.1,2.4,5.1,0.0,0.0,1.7,2.2,2.3,4.0,6.3,1.9,0.8,0.3,1.4,2.3,6.6,0.476,0.479,0.0,0.787,0.542,0.476,C
Travis Outlaw,28-29,101,14.9,2.0,5.0,1.5,3.3,0.5,1.7,0.8,1.0,0.5,1.7,2.3,0.7,0.3,0.3,0.4,1.3,5.4,0.406,0.443,0.329,0.769,0.495,0.46,F
Kelly Oubre Jr.,20-27,527,25.8,4.6,10.6,3.1,5.9,1.5,4.7,2.1,2.7,1.0,3.4,4.4,1.0,1.0,0.5,1.1,2.6,12.8,0.434,0.516,0.33,0.751,0.542,0.506,F
Cedi Osman,22-27,404,23.6,3.5,8.2,2.0,3.8,1.6,4.4,1.2,1.6,0.5,2.6,3.0,2.0,0.7,0.1,1.1,2.0,9.7,0.427,0.512,0.353,0.715,0.545,0.521,F
Eugene Omoruyi,24-25,44,15.1,2.3,5.3,1.8,3.2,0.6,2.1,1.2,1.8,1.0,1.7,2.7,0.7,0.6,0.1,0.8,2.1,6.5,0.442,0.542,0.286,0.671,0.532,0.498,F
Kelly Olynyk,22-31,678,22.6,3.7,7.7,2.5,4.4,1.2,3.3,1.7,2.2,1.2,4.0,5.2,2.2,0.8,0.5,1.6,2.8,10.3,0.478,0.561,0.368,0.794,0.595,0.557,C-F
Victor Oladipo,21-30,504,32.2,6.2,14.2,4.6,9.5,1.6,4.7,2.9,3.7,0.6,3.9,4.5,3.9,1.6,0.5,2.5,2.4,16.9,0.436,0.48,0.347,0.788,0.534,0.493,G
Isaac Okoro,20-22,210,27.6,2.9,6.4,2.1,3.8,0.9,2.6,1.5,2.0,0.9,1.9,2.8,1.6,0.8,0.4,0.9,2.4,8.2,0.459,0.546,0.33,0.749,0.565,0.526,G-F
Onyeka Okongwu,20-22,178,19.3,3.2,4.9,3.2,4.8,0.0,0.1,1.5,2.0,2.2,3.5,5.7,0.9,0.6,1.1,0.9,2.8,7.9,0.653,0.66,0.25,0.741,0.684,0.655,F
Josh Okogie,20-24,316,20.1,2.1,5.3,1.5,3.0,0.7,2.3,1.7,2.2,1.0,2.0,3.0,1.2,0.9,0.4,0.9,1.9,6.6,0.4,0.483,0.291,0.749,0.523,0.463,G
Elie Okobo,21-22,108,15.5,1.7,4.4,1.1,2.5,0.6,1.9,0.8,1.1,0.3,1.5,1.7,2.2,0.5,0.1,1.0,1.5,4.8,0.395,0.455,0.315,0.737,0.5,0.463,G
Chuma Okeke,22-24,142,23.9,2.8,7.2,1.4,3.0,1.4,4.2,0.7,0.9,0.8,3.6,4.4,1.8,1.2,0.5,0.8,1.3,7.6,0.386,0.475,0.323,0.802,0.503,0.48,F
Jahlil Okafor,20-25,247,19.5,4.4,8.2,4.4,8.1,0.0,0.1,1.5,2.3,1.5,3.2,4.7,0.9,0.3,0.8,1.4,2.1,10.4,0.542,0.546,0.222,0.676,0.568,0.543,C-F
Emeka Okafor,30-35,105,22.9,3.6,7.4,3.6,7.4,0.0,0.0,1.2,2.0,2.3,5.4,7.7,1.0,0.5,1.0,1.1,1.7,8.4,0.481,0.481,0.0,0.596,0.502,0.481,C-F
Semi Ojeleye,23-27,284,14.5,1.2,3.0,0.5,1.1,0.7,1.9,0.4,0.6,0.5,1.6,2.2,0.4,0.3,0.1,0.3,1.1,3.4,0.384,0.454,0.344,0.717,0.52,0.494,F
Lamar Odom,33,82,19.7,1.8,4.5,1.6,3.4,0.2,1.1,0.2,0.5,1.4,4.4,5.9,1.7,0.8,0.7,1.0,2.6,4.0,0.399,0.464,0.2,0.476,0.429,0.423,F
Kyle O'Quinn,22-29,472,14.2,2.3,4.4,2.2,4.1,0.1,0.3,0.8,1.1,1.3,3.3,4.6,1.4,0.4,1.0,1.0,2.0,5.4,0.517,0.539,0.218,0.74,0.554,0.524,F-C
Royce O'Neale,24-29,446,26.7,2.3,5.4,1.0,2.0,1.3,3.5,0.6,0.8,0.6,4.2,4.8,2.4,0.8,0.4,1.0,2.4,6.6,0.433,0.518,0.384,0.782,0.574,0.554,F
Jermaine O'Neal,34-35,99,19.3,3.1,6.3,3.1,6.3,0.0,0.0,2.0,2.5,1.7,3.7,5.4,0.7,0.3,1.2,1.3,2.3,8.1,0.491,0.491,0.0,0.789,0.552,0.491,C-F
Jordan Nwora,22-24,154,17.2,2.9,6.8,1.6,3.5,1.3,3.2,0.8,1.0,0.6,2.7,3.3,1.0,0.4,0.2,1.0,1.1,7.8,0.424,0.459,0.386,0.799,0.541,0.517,F
David Nwaba,24-29,237,19.3,2.5,5.2,2.2,4.0,0.4,1.1,1.4,2.1,1.0,2.7,3.7,1.0,0.7,0.4,0.7,1.9,6.8,0.49,0.538,0.32,0.673,0.561,0.525,G
Jusuf Nurkić,20-28,463,24.2,4.9,9.7,4.7,9.1,0.2,0.6,2.4,3.6,2.5,6.1,8.6,2.3,0.9,1.2,2.1,3.2,12.3,0.502,0.515,0.292,0.671,0.546,0.51,C
Kendrick Nunn,24-27,193,23.7,4.7,10.5,3.0,5.6,1.8,4.8,0.9,1.0,0.3,2.1,2.4,2.4,0.7,0.2,1.3,1.7,12.1,0.451,0.527,0.362,0.876,0.553,0.534,G
Frank Ntilikina,19-24,316,17.1,1.8,4.9,1.2,2.9,0.6,2.0,0.6,0.7,0.3,1.5,1.8,2.2,0.7,0.2,1.0,1.9,4.8,0.371,0.404,0.323,0.76,0.463,0.437,G
Dirk Nowitzki,34-40,467,28.0,5.9,12.8,4.3,8.9,1.5,4.0,2.7,3.0,0.5,5.4,5.9,1.8,0.6,0.6,1.0,2.0,15.9,0.457,0.491,0.382,0.883,0.562,0.516,F
Jaylen Nowell,20-23,184,17.0,3.5,7.8,2.5,4.7,1.0,3.1,1.1,1.4,0.4,1.7,2.2,1.9,0.5,0.2,0.7,1.4,9.1,0.447,0.529,0.322,0.798,0.541,0.511,G
Steve Novak,29-33,188,13.0,1.4,3.5,0.2,0.6,1.2,2.9,0.2,0.2,0.1,1.1,1.3,0.3,0.2,0.1,0.1,0.9,4.3,0.411,0.365,0.421,0.881,0.596,0.584,F
Lucas Nogueira,22-25,141,12.4,1.3,2.0,1.2,1.8,0.1,0.2,0.5,0.8,0.9,1.9,2.8,0.5,0.6,1.0,0.5,1.6,3.2,0.632,0.681,0.265,0.64,0.659,0.648,C
Nerlens Noel,20-28,467,22.0,2.9,5.4,2.9,5.4,0.0,0.0,1.3,1.9,1.9,4.1,6.1,1.1,1.3,1.5,1.3,2.6,7.1,0.546,0.548,0.2,0.655,0.573,0.547,C-F
Joakim Noah,27-34,342,28.4,3.3,7.1,3.3,7.0,0.0,0.0,2.0,2.9,3.2,6.2,9.4,3.9,0.9,1.3,1.9,2.8,8.6,0.471,0.474,0.0,0.679,0.517,0.471,C
Zeke Nnaji,20-22,136,13.4,1.9,3.6,1.3,2.1,0.6,1.5,0.7,1.0,1.0,1.6,2.6,0.3,0.3,0.3,0.4,1.6,5.0,0.527,0.631,0.382,0.655,0.623,0.607,F
Daishen Nix,19-20,81,14.5,1.3,3.8,0.8,1.7,0.6,2.0,0.5,0.8,0.3,1.3,1.6,2.1,0.6,0.1,1.4,1.0,3.7,0.355,0.442,0.283,0.606,0.455,0.433,G
Andrew Nicholson,23-27,285,14.3,2.5,5.3,2.2,4.4,0.3,1.0,0.7,0.9,0.7,2.3,3.0,0.4,0.3,0.3,0.7,1.6,6.0,0.467,0.498,0.321,0.773,0.522,0.495,F
Georges Niang,23-29,383,15.6,2.3,5.3,0.8,1.6,1.5,3.7,0.4,0.5,0.3,1.8,2.1,0.8,0.3,0.1,0.6,1.5,6.5,0.438,0.519,0.403,0.872,0.594,0.579,F
Raul Neto,23-30,435,15.6,2.1,4.7,1.6,3.1,0.6,1.6,0.8,1.0,0.2,1.3,1.5,2.1,0.6,0.1,0.9,1.3,5.7,0.458,0.51,0.361,0.812,0.555,0.521,G
Aaron Nesmith,21-23,171,17.9,2.4,5.6,1.3,2.4,1.1,3.1,0.9,1.1,0.6,2.3,2.9,0.8,0.5,0.3,0.8,2.3,6.7,0.423,0.523,0.346,0.827,0.556,0.521,G-F
Andrew Nembhard,23,75,27.6,3.8,8.6,2.6,5.1,1.2,3.5,0.7,0.8,0.5,2.2,2.7,4.5,0.9,0.2,1.7,2.4,9.5,0.441,0.504,0.35,0.79,0.528,0.512,G
Jameer Nelson,30-35,351,27.5,3.6,9.1,2.1,4.7,1.5,4.4,0.9,1.0,0.4,2.4,2.8,5.4,0.8,0.1,2.0,2.3,9.7,0.402,0.454,0.347,0.815,0.507,0.486,G
Gary Neal,28-32,216,21.4,3.6,8.8,2.5,5.6,1.1,3.2,1.5,1.7,0.2,1.8,2.1,1.7,0.4,0.0,1.1,1.4,9.9,0.409,0.439,0.356,0.874,0.515,0.474,G
Steve Nash,38-39,65,29.8,4.2,8.8,3.2,6.4,1.0,2.4,2.0,2.2,0.5,2.2,2.6,6.4,0.6,0.1,2.4,1.4,11.4,0.478,0.499,0.422,0.921,0.585,0.535,G
Shabazz Napier,23-28,345,17.4,2.3,5.9,1.3,3.0,1.0,2.9,1.4,1.7,0.3,1.6,1.9,2.5,0.8,0.1,1.3,1.2,7.1,0.397,0.448,0.345,0.815,0.532,0.482,G
Larry Nance Jr.,23-30,461,23.7,3.3,6.1,2.9,4.9,0.4,1.2,1.0,1.4,1.9,4.4,6.4,1.9,1.2,0.5,1.0,2.2,7.9,0.537,0.586,0.333,0.689,0.589,0.569,F-C
Abdel Nader,24-28,202,12.8,1.6,3.9,1.0,2.1,0.6,1.7,0.7,0.9,0.3,1.6,1.9,0.5,0.4,0.3,0.7,1.2,4.6,0.428,0.486,0.357,0.718,0.538,0.508,F
Svi Mykhailiuk,21-25,252,16.7,2.3,5.8,1.0,2.1,1.3,3.7,0.7,0.9,0.3,1.4,1.8,1.4,0.6,0.1,0.9,1.0,6.6,0.403,0.477,0.36,0.764,0.539,0.517,G-F
Mike Muscala,22-31,495,15.4,2.2,4.8,1.2,2.2,1.0,2.6,0.8,0.9,0.8,2.4,3.2,0.9,0.3,0.5,0.6,1.5,6.2,0.457,0.549,0.379,0.838,0.59,0.56,F-C
Keegan Murray,22,80,29.8,4.4,9.8,1.9,3.5,2.6,6.3,0.8,1.0,1.1,3.5,4.6,1.2,0.8,0.5,0.8,2.0,12.2,0.453,0.527,0.411,0.765,0.597,0.584,F
Jamal Murray,19-25,410,30.5,6.2,13.9,4.1,8.4,2.1,5.5,2.4,2.8,0.8,2.9,3.7,4.2,1.0,0.3,2.0,1.8,16.9,0.447,0.496,0.373,0.87,0.56,0.522,G
Dejounte Murray,20-26,394,27.8,5.7,12.4,4.8,9.8,0.9,2.7,1.7,2.2,1.0,4.9,5.9,5.0,1.4,0.3,1.9,1.8,14.0,0.458,0.491,0.335,0.784,0.522,0.493,G
Trey Murphy III,21-22,141,23.5,3.5,7.6,1.6,2.8,1.9,4.8,1.5,1.7,0.8,2.3,3.0,1.1,0.8,0.4,0.5,1.5,10.5,0.461,0.566,0.4,0.9,0.626,0.587,F
Byron Mullens,23-24,98,18.8,3.0,7.4,1.9,4.4,1.0,3.0,0.8,1.2,1.0,3.4,4.4,1.0,0.5,0.4,1.0,1.8,7.7,0.398,0.443,0.333,0.622,0.482,0.466,C-F
Mychal Mulder,25-27,84,14.4,2.0,4.9,0.6,1.1,1.4,3.8,0.3,0.5,0.2,1.1,1.3,0.5,0.2,0.2,0.3,1.1,5.8,0.413,0.573,0.369,0.711,0.567,0.557,G-F
Shabazz Muhammad,21-25,278,17.2,3.4,7.2,2.9,5.8,0.4,1.4,1.8,2.4,1.1,1.7,2.8,0.5,0.3,0.1,0.7,1.0,9.0,0.473,0.51,0.319,0.751,0.549,0.504,F-G
Emmanuel Mudiay,19-25,302,23.8,4.0,10.1,3.1,7.3,0.9,2.8,1.9,2.6,0.5,2.5,2.9,3.8,0.7,0.3,2.2,1.6,10.9,0.401,0.431,0.323,0.744,0.486,0.446,G
Timofey Mozgov,26-31,365,19.1,2.9,5.4,2.9,5.3,0.0,0.2,1.4,1.9,1.8,3.4,5.3,0.6,0.3,0.9,1.2,2.3,7.3,0.539,0.55,0.19,0.745,0.583,0.542,C
Arnett Moultrie,22-23,59,12.4,1.6,2.9,1.6,2.9,0.0,0.0,0.4,0.6,1.5,1.6,3.1,0.2,0.4,0.2,0.4,1.1,3.6,0.547,0.547,0.0,0.667,0.563,0.547,F
Donatas Motiejūnas,22-28,251,18.2,2.9,6.2,2.4,4.6,0.5,1.6,1.0,1.7,1.2,2.6,3.8,1.1,0.5,0.3,1.1,2.1,7.3,0.469,0.529,0.3,0.597,0.526,0.508,F-C
Anthony Morrow,27-31,308,17.1,2.7,6.1,1.5,3.1,1.2,2.9,0.8,0.9,0.3,1.2,1.5,0.6,0.5,0.1,0.4,1.3,7.3,0.44,0.473,0.406,0.854,0.564,0.538,G
Monte Morris,22-27,342,25.6,4.1,8.6,2.9,5.5,1.2,3.1,1.0,1.2,0.4,2.2,2.5,4.0,0.8,0.2,0.8,1.1,10.5,0.481,0.53,0.392,0.83,0.573,0.55,G
Markieff Morris,23-33,687,24.5,4.2,9.4,3.3,6.9,0.9,2.5,1.6,2.1,1.2,3.9,5.1,1.6,0.8,0.5,1.5,2.7,10.9,0.449,0.488,0.342,0.783,0.53,0.495,F
Marcus Morris,23-33,766,27.6,4.6,10.5,3.0,6.2,1.6,4.3,1.7,2.2,0.9,3.7,4.6,1.6,0.7,0.3,1.2,2.2,12.5,0.435,0.476,0.378,0.773,0.544,0.513,F
Ja Morant,20-23,248,32.1,8.2,17.3,6.9,13.3,1.3,3.9,4.8,6.4,1.0,3.8,4.8,7.4,1.0,0.3,3.3,1.5,22.4,0.472,0.517,0.321,0.753,0.557,0.509,G
E'Twaun Moore,23-31,560,21.8,3.4,7.4,2.4,4.9,1.0,2.5,0.6,0.8,0.5,1.6,2.1,1.8,0.7,0.2,0.9,1.6,8.3,0.457,0.492,0.389,0.738,0.537,0.522,G-F
Moses Moody,19-20,115,12.4,1.6,3.6,0.9,1.4,0.8,2.1,0.6,0.8,0.4,1.2,1.6,0.6,0.2,0.1,0.4,0.8,4.6,0.459,0.6,0.363,0.73,0.59,0.567,G
Greg Monroe,22-31,500,26.7,5.3,10.5,5.3,10.4,0.0,0.0,2.6,3.7,2.6,5.5,8.1,2.2,1.0,0.6,1.9,2.1,13.3,0.509,0.511,0.067,0.707,0.549,0.509,C-F
Malik Monk,19-24,386,20.8,3.9,9.1,2.2,4.4,1.7,4.7,1.4,1.6,0.3,2.0,2.4,2.4,0.5,0.3,1.4,1.4,10.9,0.43,0.51,0.356,0.849,0.555,0.522,G
Evan Mobley,20-21,148,34.1,6.4,12.0,6.1,10.7,0.3,1.3,2.5,3.8,2.2,6.4,8.7,2.7,0.8,1.6,1.9,2.5,15.6,0.533,0.57,0.232,0.669,0.572,0.546,F-C
Donovan Mitchell,21-26,413,34.1,8.8,19.6,5.9,11.6,2.9,8.0,4.1,4.9,0.8,3.4,4.2,4.5,1.3,0.3,2.8,2.5,24.6,0.448,0.505,0.365,0.839,0.565,0.522,G
Davion Mitchell,23-24,155,22.7,3.4,8.0,2.4,4.7,1.1,3.3,0.5,0.7,0.3,1.4,1.7,3.2,0.6,0.3,1.1,1.6,8.5,0.429,0.509,0.317,0.698,0.507,0.495,G
Nikola Mirotić,23-27,319,24.2,4.1,9.7,2.2,4.3,1.9,5.4,2.2,2.7,0.9,5.0,5.9,1.3,0.8,0.7,1.2,2.1,12.3,0.423,0.502,0.359,0.808,0.565,0.522,F
Shake Milton,22-26,254,20.8,3.5,7.6,2.5,5.0,1.0,2.6,1.4,1.7,0.5,1.9,2.4,2.7,0.5,0.2,1.2,1.9,9.3,0.455,0.502,0.365,0.828,0.556,0.518,G
Paul Millsap,27-36,623,29.0,5.2,11.1,4.4,8.7,0.8,2.4,3.1,4.1,1.9,5.2,7.1,2.6,1.3,1.0,1.8,2.7,14.4,0.469,0.503,0.345,0.747,0.555,0.507,F
Elijah Millsap,27-29,69,16.2,1.3,4.1,0.9,2.6,0.4,1.5,1.0,1.5,0.5,2.2,2.8,1.1,0.9,0.3,1.1,2.3,4.2,0.327,0.356,0.279,0.679,0.434,0.379,G-F
Patty Mills,24-34,770,21.4,3.3,7.8,1.5,3.1,1.8,4.7,0.9,1.0,0.3,1.5,1.8,2.3,0.7,0.1,1.0,1.3,9.4,0.425,0.481,0.389,0.859,0.566,0.543,G
Quincy Miller,20-22,69,13.5,1.6,4.4,1.1,2.8,0.5,1.6,0.7,1.0,0.6,1.9,2.4,0.5,0.4,0.5,0.8,1.2,4.3,0.35,0.383,0.292,0.706,0.439,0.404,F
Mike Miller,32-36,260,14.7,1.5,3.4,0.5,1.1,0.9,2.2,0.2,0.3,0.2,1.9,2.1,1.3,0.3,0.1,0.6,1.1,4.1,0.436,0.481,0.413,0.808,0.586,0.573,F-G
Darius Miller,22-30,271,19.8,2.0,4.8,0.7,1.5,1.3,3.3,0.6,0.7,0.2,1.5,1.6,1.4,0.5,0.2,0.6,1.9,5.9,0.419,0.5,0.383,0.84,0.576,0.552,F
Andre Miller,36-39,260,18.6,2.4,4.8,2.2,4.4,0.1,0.5,1.2,1.5,0.5,1.7,2.2,4.0,0.6,0.1,1.4,1.5,6.0,0.487,0.509,0.291,0.803,0.55,0.502,G
C.J. Miles,25-34,460,21.3,3.6,8.9,1.6,3.5,2.0,5.4,1.3,1.6,0.3,2.2,2.5,0.9,0.7,0.3,0.8,1.9,10.5,0.405,0.457,0.37,0.827,0.548,0.517,G-F
Khris Middleton,21-31,684,31.4,6.2,13.5,4.3,8.7,1.9,4.8,2.8,3.2,0.6,4.2,4.8,3.8,1.2,0.2,2.1,2.5,17.0,0.457,0.495,0.388,0.882,0.572,0.526,F-G
Chimezie Metu,21-25,209,12.9,2.2,4.5,1.9,3.3,0.4,1.3,0.9,1.1,0.6,2.8,3.4,0.7,0.5,0.4,0.7,1.2,5.7,0.492,0.567,0.298,0.755,0.566,0.534,F-C
De'Anthony Melton,20-24,312,22.4,3.2,7.7,1.7,3.8,1.4,3.9,1.0,1.3,0.7,3.0,3.7,2.7,1.4,0.5,1.4,2.0,8.8,0.414,0.459,0.37,0.771,0.534,0.508,G
Nicolò Melli,29-30,105,15.3,1.7,4.4,0.9,1.6,0.9,2.8,0.7,0.9,0.6,2.2,2.9,1.2,0.5,0.2,0.6,1.7,5.0,0.392,0.52,0.316,0.745,0.522,0.491,F
Jodie Meeks,25-31,339,22.7,3.3,7.9,1.9,3.9,1.5,3.9,1.8,2.1,0.3,1.7,2.0,1.2,0.9,0.1,0.9,1.2,10.0,0.423,0.473,0.374,0.877,0.567,0.517,G
Josh McRoberts,25-30,228,22.5,2.3,5.4,1.6,3.3,0.7,2.1,0.7,1.0,1.0,3.0,4.0,2.8,0.6,0.4,1.0,2.0,6.1,0.431,0.488,0.341,0.728,0.523,0.497,F-C
Jordan McRae,24-28,123,13.8,2.5,5.9,1.8,4.0,0.7,1.9,1.3,1.7,0.3,1.6,1.8,1.4,0.4,0.2,0.7,1.2,6.9,0.417,0.447,0.355,0.772,0.519,0.474,G
Ben McLemore,20-28,556,22.5,3.2,7.7,1.6,3.4,1.6,4.3,1.1,1.4,0.4,1.9,2.3,1.0,0.6,0.2,1.1,2.1,9.0,0.414,0.479,0.363,0.78,0.543,0.516,G
Jordan McLaughlin,23-26,186,16.7,1.8,4.1,1.2,2.3,0.6,1.8,0.5,0.7,0.3,1.3,1.7,3.5,0.9,0.1,0.8,0.8,4.7,0.439,0.514,0.341,0.74,0.535,0.513,G
Dominic McGuire,27,26,14.9,0.9,2.2,0.9,2.2,0.0,0.0,0.1,0.4,0.7,2.3,3.0,0.8,0.5,0.4,0.5,1.5,2.0,0.429,0.429,0.0,0.3,0.422,0.429,F
Rodney McGruder,25-31,317,19.4,2.1,5.1,1.2,2.5,0.9,2.6,0.5,0.8,0.8,2.0,2.8,1.2,0.5,0.2,0.6,1.4,5.8,0.42,0.483,0.36,0.672,0.528,0.513,G
Bryce McGowens,20,46,17.1,1.7,4.4,1.2,2.7,0.6,1.7,1.3,1.7,0.4,1.6,2.0,1.2,0.3,0.1,0.9,1.0,5.3,0.396,0.443,0.325,0.75,0.519,0.46,G-F
JaVale McGee,25-35,588,14.5,3.2,5.3,3.2,5.2,0.0,0.1,1.0,1.5,1.7,3.1,4.8,0.4,0.4,1.3,1.0,2.0,7.4,0.604,0.613,0.209,0.622,0.618,0.606,C
Doug McDermott,23-31,591,20.9,3.5,7.4,2.1,3.9,1.4,3.5,0.9,1.0,0.4,1.9,2.3,1.0,0.2,0.1,0.7,1.5,9.3,0.474,0.531,0.41,0.813,0.591,0.571,F
K.J. McDaniels,21-23,148,14.1,1.9,4.6,1.4,2.9,0.5,1.6,1.1,1.4,0.6,1.5,2.2,0.6,0.5,0.6,1.0,1.4,5.3,0.412,0.479,0.29,0.776,0.512,0.464,G-F
Jalen McDaniels,22-25,198,20.2,2.9,6.2,2.1,3.8,0.8,2.4,1.2,1.5,0.8,3.0,3.8,1.3,0.7,0.4,0.9,2.2,7.7,0.465,0.54,0.345,0.784,0.565,0.531,F
Jaden McDaniels,20-22,212,27.0,3.7,7.7,2.5,4.3,1.2,3.4,0.9,1.2,1.0,2.9,3.9,1.4,0.8,0.9,1.1,3.2,9.6,0.482,0.577,0.36,0.731,0.579,0.561,F
T.J. McConnell,23-30,556,22.0,3.2,6.2,2.9,5.5,0.3,0.7,0.5,0.7,0.5,2.5,3.0,5.0,1.2,0.2,1.6,1.5,7.1,0.509,0.531,0.343,0.784,0.546,0.529,G
CJ McCollum,22-31,665,32.0,7.4,16.4,5.1,10.4,2.4,6.0,2.2,2.7,0.6,2.9,3.6,3.7,0.9,0.4,1.8,2.1,19.4,0.453,0.486,0.395,0.804,0.552,0.525,G
Patrick McCaw,21-25,199,16.9,1.5,3.5,1.0,2.0,0.5,1.5,0.4,0.5,0.3,1.3,1.6,1.4,0.7,0.2,0.6,1.2,3.8,0.42,0.508,0.305,0.785,0.511,0.486,G
Ray McCallum,22-24,154,18.2,2.4,5.9,2.0,4.6,0.5,1.4,0.7,0.9,0.5,1.5,2.0,2.4,0.5,0.2,1.0,1.2,6.0,0.408,0.43,0.335,0.711,0.47,0.447,G
Luc Mbah a Moute,26-33,412,21.7,2.3,5.2,1.8,3.8,0.5,1.4,0.9,1.5,0.9,2.2,3.1,0.8,0.9,0.3,0.9,1.4,6.0,0.44,0.477,0.341,0.616,0.51,0.486,F
O.J. Mayo,25-28,246,28.6,4.5,10.6,2.9,6.4,1.5,4.1,1.7,2.0,0.4,2.5,2.9,3.2,0.9,0.3,2.1,2.4,12.2,0.423,0.457,0.371,0.826,0.531,0.496,G
Eric Maynor,25-26,95,13.6,1.5,4.0,1.0,2.6,0.5,1.4,0.5,0.8,0.2,0.7,0.9,2.5,0.3,0.0,1.1,0.8,3.9,0.361,0.369,0.346,0.699,0.45,0.421,G
Jason Maxiell,29-31,167,18.9,2.0,4.5,2.0,4.5,0.0,0.0,0.9,1.5,1.5,2.7,4.2,0.5,0.3,1.0,0.7,1.9,4.9,0.44,0.44,0.0,0.591,0.469,0.44,F-C
Tyrese Maxey,20-22,196,28.6,5.7,11.9,4.1,7.9,1.6,4.0,2.3,2.7,0.3,2.3,2.7,3.3,0.7,0.3,1.1,1.9,15.4,0.479,0.512,0.414,0.858,0.587,0.548,G
