Rk,Player,ORB%,DRB%,AST%,STL%,BLK%,TOV%,USG%,From,To,Age,G,GS,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Team,-9999
1074,Wayne Ellington,1.4,10.1,8.2,1.4,0.3,7.3,17.1,2012-13,2021-22,25-34,581,193,5.0,12.3,2.0,4.3,3.1,8.0,1.1,1.3,0.5,3.2,3.7,1.9,1.0,0.1,1.0,1.9,14.2,.410,.460,.383,.848,.553,.534,G,BRKCLEDALDETLALMEMMIANYK,ellinwa01
1075,Henry Ellenson,3.8,25.1,9.5,0.8,0.3,10.4,22.0,2016-17,2020-21,20-24,83,2,5.5,14.9,3.3,8.2,2.2,6.7,2.3,3.0,1.3,8.1,9.4,2.2,0.6,0.1,1.9,2.9,15.6,.371,.400,.336,.773,.482,.446,F,BRKDETNYKTOR,ellenhe01
1076,CJ Elleby,6.0,15.1,10.1,1.5,1.6,12.7,15.2,2020-21,2021-22,20-21,88,28,3.8,9.9,2.7,5.6,1.2,4.2,1.9,2.6,2.0,4.8,6.8,2.6,1.1,0.6,1.6,3.8,10.7,.390,.477,.275,.717,.487,.449,F,POR,ellebcj01
1077,Vince Edwards,6.8,7.1,0.0,0.0,0.0,0.0,10.9,2018-19,2018-19,22,2,0,2.3,9.0,0.0,0.0,2.3,9.0,0.0,0.0,2.3,2.3,4.5,0.0,0.0,0.0,0.0,0.0,6.8,.250,,.250,,.375,.375,F,HOU,edwarvi01
1078,Shane Edwards,9.1,9.6,0.0,0.0,0.0,25.0,14.9,2013-14,2013-14,26,2,0,3.0,9.0,3.0,9.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,3.0,3.0,6.0,.333,.333,,,.333,.333,F,CLE,edwarsh01
1079,Rob Edwards,0.0,28.5,0.0,0.0,0.0,20.0,19.6,2021-22,2021-22,25,2,0,3.3,13.1,0.0,0.0,3.3,13.1,0.0,0.0,0.0,9.8,9.8,0.0,0.0,0.0,3.3,0.0,9.8,.250,,.250,,.375,.375,G,OKC,edwarro01
1080,Kessler Edwards,5.5,13.0,5.1,1.5,1.9,12.8,13.5,2021-22,2022-23,21-22,84,27,3.8,9.4,2.1,4.4,1.7,5.0,0.7,0.9,1.8,4.4,6.1,1.4,1.1,0.8,1.4,3.3,10.1,.406,.479,.340,.794,.512,.496,F,BRKSAC,edwarke02
1081,Carsen Edwards,1.7,10.5,10.4,1.4,0.7,8.7,18.8,2019-20,2021-22,21-23,72,1,5.0,13.7,2.7,5.8,2.3,7.9,1.3,1.7,0.6,3.5,4.0,2.7,1.1,0.3,1.4,3.2,13.6,.364,.456,.297,.758,.471,.450,G,BOSDET,edwarca01
1082,Anthony Edwards,2.4,14.1,17.3,1.9,1.7,12.1,27.9,2020-21,2022-23,19-21,223,206,8.3,18.9,5.5,10.8,2.8,8.0,3.5,4.6,0.8,4.6,5.4,3.9,1.5,0.7,2.9,2.3,23.0,.441,.506,.352,.770,.550,.516,G,MIN,edwaran01
1083,Jarell Eddie,1.5,14.6,3.4,1.6,0.4,2.1,19.0,2015-16,2017-18,24-26,34,0,4.3,14.2,1.2,3.5,3.1,10.7,2.6,2.8,0.5,4.6,5.1,0.8,1.2,0.2,0.3,1.0,14.4,.302,.333,.292,.941,.465,.413,G-F,BOSCHIPHOWAS,eddieja01
1084,Devin Ebanks,5.7,16.9,7.8,0.8,0.4,12.2,20.4,2012-13,2012-13,23,19,3,4.4,13.3,3.3,9.3,1.1,4.0,2.0,2.6,1.8,5.7,7.5,1.8,0.5,0.2,2.0,4.2,11.9,.329,.353,.273,.786,.411,.370,F,LAL,ebankde01
1085,Tari Eason,12.0,18.9,7.4,2.6,2.6,12.2,19.3,2022-23,2022-23,21,82,5,6.0,13.4,4.8,9.9,1.2,3.5,2.2,3.0,4.0,6.1,10.1,1.8,2.0,1.0,2.1,3.9,15.5,.448,.486,.343,.752,.525,.493,F,HOU,easonta01
1086,Cleanthony Early,3.6,14.1,8.5,1.7,1.5,15.0,18.7,2014-15,2015-16,23-24,56,9,4.0,11.4,2.8,7.0,1.2,4.4,1.8,2.3,1.2,4.4,5.5,1.9,1.2,0.7,2.2,3.3,10.8,.346,.400,.263,.750,.435,.398,F,NYK,earlycl01
1087,Trevon Duval,0.0,16.0,59.0,0.0,0.0,0.0,20.9,2018-19,2018-19,20,3,0,12.0,18.0,6.0,12.0,6.0,6.0,0.0,0.0,0.0,6.0,6.0,12.0,0.0,0.0,0.0,0.0,30.0,.667,.500,1.000,,.833,.833,G,MIL,duvaltr01
1088,Jalen Duren,14.7,25.1,6.8,1.3,3.1,16.5,14.3,2022-23,2022-23,19,67,31,5.6,8.6,5.6,8.5,0.0,0.0,2.1,3.4,4.9,7.9,12.8,1.6,0.9,1.3,2.0,3.9,13.2,.648,.652,.000,.611,.655,.648,C,DET,durenja01
1089,Kevin Durant,1.8,20.0,25.1,1.4,2.8,12.8,30.4,2012-13,2022-23,24-34,606,603,9.6,18.5,7.5,13.1,2.2,5.5,6.6,7.5,0.5,6.8,7.4,5.3,1.0,1.2,3.2,2.0,28.1,.519,.571,.395,.891,.643,.577,F-G,BRKGSWOKCPHO,duranke01
1090,Kris Dunn,1.8,14.1,26.8,3.0,1.6,17.2,18.8,2016-17,2022-23,22-28,267,132,5.2,12.0,4.4,9.4,0.8,2.6,1.5,2.1,0.6,4.5,5.1,6.4,2.2,0.6,2.7,4.4,12.7,.432,.465,.313,.744,.492,.466,G,ATLCHIMINPORUTA,dunnkr01
1091,Mike Dunleavy,1.8,13.1,10.7,1.1,1.1,11.1,15.9,2012-13,2016-17,32-36,304,159,4.5,10.4,2.4,5.3,2.0,5.1,1.7,2.1,0.6,4.3,4.9,2.4,0.8,0.5,1.4,2.5,12.8,.432,.461,.402,.824,.563,.530,F-G,ATLCHICLEMIL,dunlemi02
1092,Tim Duncan,8.4,27.3,16.0,1.3,5.1,12.7,23.6,2012-13,2015-16,36-39,281,280,7.1,14.1,7.0,14.0,0.0,0.1,3.6,4.8,2.6,9.0,11.5,3.6,0.9,2.5,2.4,2.4,17.7,.499,.501,.190,.754,.546,.500,F-C,SAS,duncati01
1093,David Duke Jr.,8.1,10.4,9.2,2.1,1.2,11.8,17.6,2021-22,2022-23,22-23,45,7,4.7,11.8,4.1,8.7,0.6,3.1,1.8,2.4,2.6,3.5,6.1,2.4,1.5,0.5,1.7,4.2,12.0,.403,.474,.204,.763,.466,.430,G,BRK,dukeda01
1094,Duje Dukan,9.1,9.0,5.6,2.0,0.0,0.0,17.7,2015-16,2015-16,24,1,0,3.0,15.0,0.0,7.5,3.0,7.5,0.0,0.0,3.0,3.0,6.0,1.5,1.5,0.0,0.0,3.0,9.0,.200,.000,.400,,.300,.300,F,SAC,dukandu01
1095,Chris Duhon,1.5,7.5,22.8,1.2,0.1,23.7,9.2,2012-13,2012-13,30,46,9,2.1,5.4,0.6,1.4,1.4,4.0,0.3,0.6,0.5,2.5,3.0,5.8,0.9,0.0,1.8,2.5,5.8,.382,.438,.363,.462,.517,.516,G,LAL,duhonch01
1096,Jared Dudley,2.9,11.3,11.7,1.7,0.7,13.0,13.3,2012-13,2020-21,27-35,534,189,4.0,8.8,2.3,4.4,1.7,4.4,1.2,1.7,0.9,3.7,4.6,2.9,1.2,0.3,1.4,3.1,10.9,.454,.525,.384,.734,.572,.550,F-G,BRKLACLALMILPHOWAS,dudleja01
1097,Chris Duarte,2.7,13.0,10.4,1.6,0.7,11.2,20.3,2021-22,2022-23,24-25,101,51,5.8,14.1,3.6,7.8,2.2,6.3,2.2,2.7,0.9,4.1,5.0,2.6,1.2,0.3,1.9,2.4,16.0,.410,.461,.347,.821,.523,.488,G,IND,duartch01
1098,Andre Drummond,16.5,33.7,7.7,2.3,4.1,13.5,21.8,2012-13,2022-23,19-29,785,630,7.1,13.1,7.1,12.9,0.0,0.2,2.6,5.5,5.5,10.7,16.2,1.7,1.7,1.8,2.4,3.8,16.8,.542,.548,.128,.475,.542,.543,C,BRKCHICLEDETLALPHI,drumman01
1099,Larry Drew II,1.5,5.5,30.2,1.0,0.0,25.2,16.7,2014-15,2017-18,24-27,22,1,3.4,10.2,2.5,5.9,0.9,4.4,0.2,0.4,0.5,1.7,2.2,6.9,0.7,0.0,3.5,2.4,7.8,.329,.426,.200,.667,.378,.372,G,NOPPHI,drewla02
1100,Zoran Dragić,7.8,4.6,11.2,1.4,0.0,13.4,22.9,2014-15,2014-15,25,16,1,5.3,14.4,3.8,7.7,1.4,6.7,1.4,2.4,2.4,1.4,3.8,2.4,1.0,0.0,2.4,2.9,13.4,.367,.500,.214,.600,.435,.417,G-F,MIAPHO,dragizo01
1101,Goran Dragić,2.7,9.5,27.9,1.6,0.5,14.6,23.7,2012-13,2022-23,26-36,675,494,6.7,14.6,5.1,10.0,1.6,4.5,3.2,4.1,0.9,3.1,3.9,6.2,1.2,0.2,2.8,2.8,18.3,.462,.509,.361,.773,.558,.519,G,BRKCHIMIAMILPHOTOR,dragigo01
1102,PJ Dozier,3.8,15.1,13.6,1.6,1.7,11.4,17.8,2017-18,2022-23,21-26,121,6,4.9,12.2,3.4,7.2,1.5,4.9,1.4,2.0,1.2,4.9,6.1,3.6,1.2,0.6,1.7,3.2,12.6,.402,.466,.307,.673,.484,.464,G,BOSDENOKCSAC,doziepj01
1103,Milton Doyle,2.5,12.9,11.7,2.3,1.2,3.8,18.2,2017-18,2017-18,24,10,0,3.7,13.5,2.6,6.9,1.2,6.6,1.2,2.3,0.9,4.3,5.2,2.9,1.7,0.6,0.6,3.7,9.8,.277,.375,.174,.500,.337,.319,G,BRK,doylemi01
1104,Jeff Dowtin,4.0,8.5,14.7,1.9,1.1,10.2,11.4,2021-22,2022-23,24-25,34,0,3.2,8.1,2.6,5.7,0.6,2.5,0.8,1.1,1.4,2.6,4.0,4.0,1.4,0.4,1.0,1.8,7.8,.398,.466,.240,.727,.455,.434,G,GSWMILORLTOR,dowtije01
1105,Sekou Doumbouya,4.1,14.3,5.9,1.4,1.0,12.3,17.5,2019-20,2021-22,19-21,96,30,4.5,11.6,3.3,6.8,1.2,4.7,1.7,2.5,1.3,4.5,5.9,1.4,1.0,0.4,1.8,3.8,11.9,.388,.479,.256,.693,.470,.440,F,DETLAL,doumbse01
1106,Chris Douglas-Roberts,1.6,11.4,7.7,1.4,1.1,10.1,14.3,2012-13,2014-15,26-28,67,8,3.7,8.7,2.1,4.4,1.6,4.4,2.5,3.0,0.5,3.6,4.1,1.8,1.0,0.5,1.1,2.4,11.4,.422,.479,.364,.810,.566,.512,G,CHADALLAC,douglch01
1107,Toney Douglas,2.8,10.9,18.4,2.5,0.5,13.2,18.7,2012-13,2016-17,26-30,219,35,4.8,12.0,2.8,6.5,2.0,5.5,2.1,2.5,0.9,3.4,4.3,4.3,1.8,0.2,2.0,4.0,13.6,.399,.436,.355,.838,.519,.480,G,GSWHOUMEMMIANOPSAC,douglto01
1108,Devon Dotson,5.5,8.8,21.5,2.6,0.0,12.1,15.3,2020-21,2022-23,21-23,28,0,4.4,10.3,3.6,6.5,0.8,3.8,1.0,1.7,1.7,2.9,4.6,5.7,1.9,0.0,1.5,4.4,10.5,.426,.559,.200,.556,.474,.463,G,CHIWAS,dotsode01
1109,Damyean Dotson,1.4,12.2,11.2,1.2,0.4,9.0,17.0,2017-18,2021-22,23-27,213,49,5.1,12.3,3.0,6.1,2.1,6.2,1.1,1.6,0.5,4.0,4.5,2.7,0.9,0.2,1.3,2.2,13.5,.417,.491,.345,.711,.521,.504,G,CLENYK,dotsoda01
1110,Ayo Dosunmu,2.0,9.6,14.9,1.4,1.2,15.0,14.5,2021-22,2022-23,22-23,157,91,4.8,9.5,3.7,6.2,1.1,3.2,1.0,1.4,0.6,3.1,3.7,4.0,1.0,0.5,1.8,3.1,11.7,.506,.589,.344,.744,.581,.564,G,CHI,dosunay01
1111,Luguentz Dort,3.8,10.1,8.3,1.5,0.9,9.3,20.5,2019-20,2022-23,20-23,213,204,5.5,14.0,3.2,7.0,2.3,7.0,3.0,3.8,1.3,3.4,4.7,2.0,1.1,0.4,1.6,3.6,16.4,.393,.454,.332,.787,.521,.476,G,OKC,dortlu01
1112,Tyler Dorsey,2.9,13.3,12.4,0.9,0.4,8.3,19.9,2017-18,2022-23,21-26,107,16,5.5,14.0,3.0,6.8,2.5,7.1,1.8,2.7,1.0,4.3,5.2,2.9,0.7,0.1,1.4,2.5,15.2,.392,.434,.351,.669,.503,.482,G,ATLDALMEM,dorsety01
1113,Joey Dorsey,13.3,22.7,4.4,2.3,2.3,18.4,11.3,2014-15,2014-15,31,69,17,3.4,6.1,3.4,6.1,0.0,0.0,1.0,3.5,4.3,7.4,11.8,1.1,1.7,1.1,1.7,6.6,7.8,.552,.556,.000,.289,.507,.552,F,HOU,dorsejo01
1114,Keyon Dooling,0.0,1.5,15.6,0.7,0.0,17.2,16.4,2012-13,2012-13,32,7,0,4.4,9.2,2.2,4.0,2.2,5.3,2.6,3.1,0.0,0.4,0.4,3.5,0.4,0.0,2.2,3.5,13.6,.476,.556,.417,.857,.644,.595,G,MEM,doolike01
1115,Luka Dončić,3.2,24.2,41.8,1.6,1.1,14.4,35.6,2018-19,2022-23,19-23,330,330,9.8,21.1,6.9,12.5,2.9,8.6,6.3,8.6,1.0,7.9,9.0,8.4,1.2,0.5,4.2,2.4,28.9,.466,.554,.338,.739,.581,.535,G-F,DAL,doncilu01
1116,Donte DiVincenzo,4.6,14.9,15.0,2.2,0.8,14.6,16.6,2018-19,2022-23,22-26,273,127,4.8,11.4,2.3,4.6,2.5,6.9,1.4,1.7,1.5,5.3,6.8,4.1,1.7,0.3,2.1,2.5,13.5,.420,.509,.362,.777,.551,.529,G,GSWMILSAC,divindo01
1117,DeSagana Diop,4.9,21.4,8.5,1.2,5.7,22.6,7.1,2012-13,2012-13,31,22,1,1.3,4.3,1.3,4.1,0.0,0.2,0.0,0.2,1.6,6.5,8.1,2.1,0.8,2.5,1.3,3.0,2.5,.296,.308,.000,.000,.292,.296,C,CHA,diopde01
1118,Spencer Dinwiddie,1.7,10.3,28.9,1.2,0.8,12.2,22.3,2014-15,2022-23,21-29,466,263,5.8,14.0,3.8,7.8,2.0,6.1,4.2,5.2,0.6,3.4,4.0,6.8,0.9,0.4,2.3,3.0,17.8,.417,.483,.333,.795,.549,.490,G,BRKDALDETWAS,dinwisp01
1119,Ousmane Dieng,3.5,16.5,10.7,1.2,1.1,12.0,15.9,2022-23,2022-23,19,39,1,4.8,11.5,3.2,5.3,1.6,6.2,0.9,1.5,1.2,5.4,6.6,2.9,0.9,0.4,1.6,2.7,12.2,.420,.602,.265,.652,.505,.492,F,OKC,diengou01
1120,Gorgui Dieng,9.2,22.4,9.8,1.8,3.6,14.6,16.2,2013-14,2022-23,24-33,628,209,5.0,10.0,4.4,8.4,0.6,1.6,2.6,3.3,3.0,7.1,10.1,2.4,1.3,1.6,2.0,3.8,13.1,.496,.522,.355,.791,.572,.524,C,ATLMEMMINSAS,dienggo01
1121,Boris Diaw,4.6,13.2,17.4,1.1,1.0,17.6,16.1,2012-13,2016-17,30-34,384,96,4.8,9.7,4.1,7.5,0.8,2.2,1.2,1.6,1.4,4.3,5.7,4.2,0.8,0.5,2.2,2.7,11.6,.497,.542,.342,.745,.556,.535,F-C,SASUTA,diawbo01
1122,Hamidou Diallo,5.8,16.7,9.3,2.2,1.4,11.7,20.7,2018-19,2022-23,20-24,263,44,6.6,13.4,6.1,11.4,0.6,2.0,2.8,4.5,2.0,5.4,7.4,2.1,1.6,0.6,2.0,4.2,16.6,.495,.534,.274,.623,.540,.516,G,DETOKC,diallha01
1123,Cheick Diallo,8.8,27.9,5.2,1.2,2.7,13.3,17.0,2016-17,2021-22,20-25,183,3,6.6,11.1,6.6,11.0,0.0,0.1,2.5,3.3,2.9,9.6,12.5,1.3,0.9,1.2,1.9,4.5,15.8,.596,.599,.286,.774,.630,.597,F,DETNOPPHO,diallch01
1124,Mamadi Diakite,7.0,19.0,4.7,1.5,4.3,12.9,14.7,2020-21,2022-23,24-26,49,6,4.6,9.8,4.1,7.3,0.6,2.4,1.4,1.9,2.4,6.4,8.8,1.3,1.1,1.7,1.6,5.3,11.2,.474,.553,.235,.704,.527,.504,F,CLEMILOKC,diakima01
1125,Moussa Diabaté,18.0,10.8,2.8,1.8,3.6,14.3,14.1,2022-23,2022-23,21,22,1,4.4,8.7,4.2,8.3,0.2,0.4,1.8,3.0,5.7,3.5,9.2,0.7,1.3,1.5,1.7,2.8,10.9,.511,.511,.500,.625,.546,.521,F,LAC,diabamo01
1126,Marcus Derrickson,13.3,7.6,2.2,0.0,1.3,7.9,24.4,2018-19,2018-19,22,11,0,8.6,17.7,3.2,7.0,5.4,10.7,2.1,2.7,4.3,2.7,7.0,0.5,0.0,0.5,1.6,4.8,24.7,.485,.462,.500,.800,.653,.636,F,GSW,derrima01
1127,DeMar DeRozan,2.2,12.7,22.0,1.5,0.7,9.8,28.6,2012-13,2022-23,23-33,809,809,8.3,17.6,7.8,15.9,0.5,1.8,6.1,7.3,0.7,4.1,4.8,4.7,1.1,0.3,2.3,2.2,23.2,.470,.488,.301,.846,.558,.485,G-F,CHISASTOR,derozde01
1128,Justin Dentmon,0.0,0.0,0.0,0.0,0.0,0.0,22.8,2012-13,2012-13,27,2,0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.000,.000,,,.000,.000,G,DAL,dentmju01
1129,Luol Deng,5.4,14.1,10.9,1.5,0.8,10.1,19.3,2012-13,2018-19,27-33,363,335,5.4,12.3,4.3,8.9,1.1,3.4,2.6,3.3,1.7,4.5,6.2,2.4,1.1,0.4,1.5,1.6,14.5,.439,.481,.328,.778,.527,.484,F,CHICLELALMIAMIN,denglu01
1130,Matthew Dellavedova,2.1,7.9,25.8,1.2,0.2,18.4,14.7,2013-14,2022-23,23-32,479,93,3.5,9.0,1.9,4.6,1.6,4.4,1.2,1.5,0.7,2.5,3.1,6.6,0.8,0.1,2.2,3.4,9.7,.385,.406,.363,.835,.504,.473,G,CLEMILSAC,dellama01
1131,Ángel Delgado,14.6,13.7,0.0,3.1,0.0,0.0,16.5,2018-19,2018-19,24,2,0,2.4,12.0,2.4,12.0,0.0,0.0,2.4,4.8,4.8,4.8,9.6,0.0,2.4,0.0,0.0,4.8,7.2,.200,.200,,.500,.255,.200,C,LAC,delgaan01
1132,Carlos Delfino,1.2,13.4,12.5,2.0,0.4,10.0,18.6,2012-13,2012-13,30,67,5,5.3,13.2,2.0,4.2,3.4,9.0,1.0,1.2,0.4,4.3,4.7,2.9,1.4,0.2,1.5,2.4,15.1,.405,.467,.375,.857,.549,.532,G,HOU,delfica01
1133,Malcolm Delaney,0.9,9.9,23.2,1.6,0.3,17.6,17.7,2016-17,2017-18,27-28,127,5,4.0,10.7,2.9,7.0,1.1,3.7,2.4,2.9,0.3,3.2,3.5,5.7,1.2,0.1,2.6,3.1,11.6,.377,.415,.308,.805,.483,.431,G,ATL,delanma01
1134,Sam Dekker,6.7,14.7,7.4,1.6,1.0,8.8,15.4,2015-16,2021-22,21-27,201,8,5.2,11.0,4.2,7.4,1.0,3.6,1.2,2.0,2.2,4.8,7.1,1.9,1.2,0.4,1.1,2.3,12.7,.478,.570,.288,.606,.537,.525,F,CLEHOULACTORWAS,dekkesa01
1135,Bryce Dejean-Jones,3.1,16.5,7.7,1.8,0.6,12.3,14.1,2015-16,2015-16,23,14,11,3.6,8.9,2.1,4.8,1.5,4.1,1.4,2.7,1.0,5.2,6.2,1.9,1.3,0.3,1.4,2.2,10.2,.406,.432,.375,.524,.505,.493,G,NOP,dejeabr01
1136,Dewayne Dedmon,9.8,27.4,6.1,1.4,4.0,15.3,15.9,2013-14,2022-23,24-33,515,210,5.2,9.9,4.5,7.6,0.8,2.3,2.0,2.7,3.2,8.8,12.0,1.4,1.0,1.7,2.0,5.2,13.2,.526,.583,.336,.731,.593,.565,C,ATLGSWMIAORLPHISACSAS,dedmode01
1137,Gabriel Deck,6.5,11.4,16.6,1.6,0.0,8.1,15.7,2020-21,2021-22,25-26,17,0,5.4,10.9,4.8,8.3,0.5,2.6,2.4,3.0,2.3,3.9,6.2,3.9,1.2,0.0,1.1,1.5,13.7,.494,.581,.211,.818,.562,.519,F,OKC,deckga01
1138,Nando De Colo,3.1,13.5,21.0,2.3,0.6,21.3,17.6,2012-13,2013-14,25-26,119,9,4.3,10.0,3.1,6.6,1.2,3.4,1.7,2.0,0.9,4.4,5.4,5.2,1.6,0.3,3.0,3.4,11.5,.429,.463,.363,.835,.528,.491,G,SASTOR,decolna01
1139,Darius Days,4.3,22.2,6.2,0.0,3.9,0.0,21.4,2022-23,2022-23,23,4,0,7.2,17.3,2.9,2.9,4.3,14.4,2.9,2.9,1.4,7.2,8.6,1.4,0.0,1.4,0.0,2.9,21.6,.417,1.000,.300,1.000,.582,.542,F,HOU,daysda01
1140,Austin Daye,3.1,19.2,9.1,1.3,2.1,11.5,19.4,2012-13,2014-15,24-26,111,5,5.1,12.9,2.7,6.5,2.4,6.3,1.1,1.5,1.0,6.0,6.9,2.1,0.9,1.0,1.8,4.3,13.6,.393,.412,.374,.740,.503,.486,F,ATLDETMEMSASTOR,dayeau01
1141,Branden Dawson,7.6,7.4,0.0,0.0,2.7,0.0,8.5,2015-16,2015-16,22,6,0,2.5,6.2,2.5,6.2,0.0,0.0,1.2,1.2,2.5,2.5,5.0,0.0,0.0,1.2,0.0,2.5,6.2,.400,.400,,1.000,.460,.400,F,LAC,dawsobr01
1142,Andre Dawkins,0.0,10.7,6.6,0.0,0.0,14.3,15.0,2014-15,2014-15,23,4,0,1.6,9.8,0.0,0.0,1.6,9.8,0.0,0.0,0.0,3.3,3.3,1.6,0.0,0.0,1.6,4.9,4.9,.167,,.167,,.250,.250,G,MIA,dawkian01
1143,JD Davison,3.4,11.4,22.4,1.5,2.6,16.8,15.8,2022-23,2022-23,20,12,0,4.4,10.4,3.3,6.5,1.1,3.8,0.5,1.1,1.1,3.8,4.9,6.0,1.1,1.1,2.2,2.7,10.4,.421,.500,.286,.500,.478,.474,G,BOS,davisjd01
1144,Tyler Davis,100.0,0.0,0.0,0.0,0.0,0.0,40.7,2018-19,2018-19,21,1,0,0.0,36.0,0.0,36.0,0.0,0.0,0.0,0.0,36.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,.000,.000,,,.000,.000,C,OKC,davisty01
1145,Terence Davis,3.0,15.6,12.3,2.0,1.3,12.3,21.5,2019-20,2022-23,22-25,227,24,6.5,15.0,3.3,6.1,3.2,8.9,1.6,2.0,1.0,5.1,6.1,3.0,1.5,0.5,2.2,3.9,17.9,.434,.532,.366,.826,.564,.542,G,SACTOR,daviste02
1146,Johnny Davis,2.7,13.9,9.2,1.2,1.6,8.5,20.5,2022-23,2022-23,20,28,5,5.6,14.6,4.2,8.6,1.4,6.0,1.2,2.3,0.9,4.7,5.5,2.4,0.9,0.7,1.4,4.1,13.9,.386,.485,.243,.519,.446,.436,G,WAS,davisjo06
1147,Glen Davis,6.4,17.3,8.5,1.8,1.5,10.8,20.7,2012-13,2014-15,27-29,176,77,6.0,13.2,5.9,13.0,0.0,0.2,2.4,3.5,2.0,5.6,7.6,1.8,1.3,0.7,1.8,3.8,14.4,.454,.457,.235,.685,.489,.456,F-C,LACORL,davisgl01
1148,Ed Davis,13.3,25.4,6.3,1.3,3.3,12.7,13.8,2012-13,2021-22,23-32,591,80,4.7,8.2,4.7,8.2,0.0,0.0,2.0,3.5,4.4,8.2,12.6,1.5,0.9,1.5,1.4,4.8,11.4,.573,.573,.000,.578,.586,.573,F,BRKCLELALMEMMINPORTORUTA,davised01
1149,Deyonta Davis,9.0,21.7,6.0,0.8,4.4,10.4,14.3,2016-17,2018-19,20-22,107,6,5.5,9.3,5.5,9.2,0.0,0.0,1.5,2.4,2.9,6.7,9.6,1.3,0.6,1.7,1.2,4.9,12.6,.599,.601,.000,.635,.611,.599,C-F,ATLMEM,davisde01
1150,Anthony Davis,8.4,24.8,11.9,1.9,5.6,8.8,28.4,2012-13,2022-23,19-29,660,653,9.4,18.1,8.9,16.4,0.5,1.6,5.9,7.4,2.7,8.2,10.9,2.5,1.4,2.4,2.1,2.5,25.1,.519,.541,.300,.793,.589,.533,F-C,LALNOHNOP,davisan02
1151,Brandon Davies,7.9,13.1,9.3,2.1,1.2,17.4,15.9,2013-14,2014-15,22-23,78,6,3.9,9.6,3.6,8.0,0.4,1.6,2.1,3.2,2.7,4.2,6.9,2.1,1.5,0.5,2.3,5.4,10.3,.411,.448,.227,.644,.469,.430,F,BRKPHI,daviebr01
1152,Gigi Datome,4.0,14.7,7.3,0.9,1.4,9.5,20.4,2013-14,2014-15,26-27,55,1,6.2,15.0,4.2,8.6,2.0,6.4,0.7,0.9,1.4,4.7,6.0,1.6,0.6,0.6,1.6,2.8,15.1,.414,.486,.316,.818,.493,.481,F,BOSDET,datomlu01
1153,Nate Darling,4.1,0.0,5.1,0.0,3.8,10.7,15.4,2020-21,2020-21,22,7,0,2.8,9.7,0.0,0.0,2.8,9.7,4.2,4.2,1.4,0.0,1.4,1.4,0.0,1.4,1.4,1.4,12.5,.286,,.286,1.000,.541,.429,G,CHO,darlina01
1154,Troy Daniels,1.6,8.2,5.8,1.0,0.4,8.6,18.9,2013-14,2019-20,22-28,339,20,5.5,13.7,1.5,3.6,4.0,10.0,1.0,1.3,0.5,2.7,3.2,1.3,0.7,0.1,1.3,3.1,15.9,.401,.416,.395,.799,.560,.546,G,CHODENHOULALMEMMINPHO,danietr01
1155,Marquis Daniels,4.6,10.5,9.0,2.4,0.7,10.7,16.9,2012-13,2012-13,32,59,33,4.4,11.6,3.7,9.3,0.7,2.4,1.3,1.8,1.6,3.4,5.0,2.2,1.7,0.3,1.5,2.6,10.8,.376,.401,.278,.741,.432,.405,G-F,MIL,daniema01
1156,Dyson Daniels,3.9,16.5,16.4,2.0,1.0,20.2,11.6,2022-23,2022-23,19,59,11,3.0,7.2,2.1,4.2,0.9,3.0,0.9,1.4,1.2,5.3,6.5,4.6,1.5,0.4,2.0,3.4,7.8,.418,.492,.314,.650,.503,.483,G,NOP,daniedy01
1157,Samuel Dalembert,13.7,24.6,4.7,1.3,5.2,17.4,15.9,2012-13,2014-15,31-33,159,112,5.0,9.4,5.0,9.3,0.0,0.0,1.9,2.6,4.4,7.7,12.1,1.1,0.9,2.3,2.2,4.6,11.9,.537,.537,.500,.722,.568,.538,C,DALMILNYK,dalemsa01
1158,Stephen Curry,2.2,12.9,32.4,2.3,0.5,13.3,30.3,2012-13,2022-23,24-34,702,702,9.3,19.6,4.8,9.0,4.5,10.5,4.5,5.0,0.7,4.4,5.1,7.0,1.7,0.2,3.3,2.3,27.6,.475,.533,.426,.910,.634,.590,G,GSW,curryst01
1159,Seth Curry,1.4,8.3,13.2,1.4,0.5,10.8,18.2,2013-14,2022-23,23-32,438,206,5.9,12.5,3.2,6.1,2.8,6.4,1.5,1.8,0.4,2.7,3.2,3.1,1.0,0.2,1.6,2.4,16.2,.475,.516,.435,.862,.609,.586,G,BRKCLEDALMEMPHIPHOPORSAC,curryse01
1160,Eddy Curry,9.1,8.7,0.0,0.0,0.0,23.5,23.3,2012-13,2012-13,30,2,0,5.8,11.5,5.8,11.5,0.0,0.0,1.4,5.8,2.9,2.9,5.8,0.0,0.0,0.0,4.3,10.1,13.0,.500,.500,,.250,.461,.500,C,DAL,curryed01
