,Player,AS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,WS,ORtg,DRtg,VORP,PER,TRB%,AST%,TOV%,USG%,HOF,MVP
1,Trae Young,2,33.8,8.1,18.6,5.6,11.4,2.5,7.2,6.7,7.6,0.7,3.0,3.7,9.3,1.0,0.1,4.1,1.7,25.5,0.438,0.491,0.353,0.875,0.581,0.506,G,32.6,115.0,117.0,15.2,22.3,5.9,44.1,15.9,32.7,0,0
3,James Worthy,7,32.4,7.4,14.3,7.3,13.7,0.1,0.5,2.6,3.4,1.7,3.4,5.1,3.0,1.1,0.7,2.0,2.1,17.6,0.521,0.532,0.241,0.769,0.559,0.525,F,81.2,112.0,108.0,29.2,17.7,8.9,14.0,11.3,22.9,1,0
4,Metta World Peace,1,31.7,4.7,11.4,3.5,7.9,1.2,3.4,2.6,3.6,1.2,3.3,4.5,2.7,1.7,0.5,1.8,2.6,13.2,0.414,0.447,0.339,0.715,0.508,0.465,F,61.1,102.0,103.0,25.4,14.8,8.1,14.5,12.2,21.3,0,0
5,Brian Winters,2,30.7,6.9,14.5,6.7,14.1,0.2,0.5,2.2,2.6,0.7,1.9,2.6,4.1,1.2,0.3,1.6,2.8,16.2,0.475,0.479,0.363,0.842,0.516,0.481,G-F,38.6,105.0,105.0,7.8,15.2,4.5,19.3,13.5,23.0,0,0
7,Zion Williamson,2,32.0,9.9,16.4,9.7,15.8,0.2,0.6,5.8,8.4,2.5,4.4,7.0,3.6,0.9,0.6,2.9,2.1,25.8,0.605,0.615,0.343,0.691,0.643,0.611,F-C,14.2,121.0,114.0,6.6,26.0,11.9,19.7,12.4,30.1,0,0
8,Mo Williams,1,29.2,5.0,11.4,3.6,7.9,1.3,3.5,1.9,2.2,0.5,2.3,2.8,4.9,0.9,0.1,2.3,2.5,13.2,0.434,0.46,0.378,0.871,0.532,0.493,G,40.0,106.0,110.0,10.0,15.0,5.5,28.1,15.5,22.8,0,0
10,Gus Williams,2,31.1,7.0,15.2,6.9,14.7,0.1,0.6,2.9,3.8,1.0,1.7,2.7,5.6,2.0,0.4,2.0,2.0,17.1,0.461,0.469,0.238,0.756,0.505,0.465,G,67.9,106.0,102.0,31.8,18.5,4.6,27.1,11.9,25.5,0,0
11,Deron Williams,3,34.2,5.8,13.0,4.4,9.1,1.4,3.9,3.4,4.1,0.4,2.7,3.1,8.1,1.0,0.2,2.8,2.5,16.3,0.445,0.482,0.357,0.822,0.552,0.498,G,77.3,112.0,110.0,28.3,18.2,5.4,39.5,16.1,23.5,0,0
12,Buck Williams,3,32.5,4.9,8.9,4.9,8.9,0.0,0.0,3.0,4.6,3.5,6.5,10.0,1.3,0.8,0.8,2.1,3.3,12.8,0.549,0.55,0.167,0.664,0.587,0.549,F-C,120.1,112.0,104.0,21.7,15.3,17.2,5.5,16.3,16.4,0,0
13,Dominique Wilkins,9,35.5,9.3,20.1,8.6,18.0,0.7,2.1,5.6,6.9,2.7,3.9,6.7,2.5,1.3,0.6,2.5,1.9,24.8,0.461,0.478,0.319,0.811,0.536,0.478,F-G,117.5,112.0,108.0,50.6,21.6,10.4,12.1,9.7,30.3,1,0
14,Jamaal Wilkes,3,32.9,7.5,15.1,7.5,15.0,0.0,0.1,2.6,3.5,2.0,4.2,6.2,2.5,1.3,0.3,1.5,2.8,17.7,0.499,0.501,0.135,0.759,0.533,0.5,F-G,71.3,110.0,103.0,14.1,16.5,9.8,10.2,11.0,22.5,1,0
16,Andrew Wiggins,1,34.8,7.1,15.9,5.7,11.8,1.5,4.1,3.4,4.7,1.3,3.2,4.5,2.3,1.0,0.7,2.0,2.2,19.1,0.449,0.483,0.354,0.72,0.532,0.495,F-G,26.2,105.0,113.0,3.0,14.8,7.1,10.8,9.8,24.9,0,0
17,Sidney Wicks,4,33.9,6.6,14.5,6.6,14.5,0.0,0.0,3.6,5.2,2.0,4.3,8.7,3.2,0.8,0.6,0.9,3.3,16.8,0.459,0.459,0.0,0.685,0.502,0.459,F-C,42.4,95.0,101.0,8.2,16.2,13.0,13.9,19.5,17.5,0,0
18,Jo Jo White,7,35.8,7.4,16.6,7.4,16.6,0.0,0.0,2.5,3.0,0.6,1.8,4.0,4.9,0.8,0.1,0.6,2.5,17.2,0.444,0.444,0.167,0.834,0.481,0.444,G,54.0,95.0,101.0,6.9,14.2,5.4,19.2,16.4,19.5,1,0
19,Paul Westphal,5,25.5,6.2,12.3,6.1,12.0,0.1,0.2,3.2,3.8,0.5,1.4,1.9,4.4,1.2,0.3,1.4,2.1,15.6,0.504,0.508,0.275,0.82,0.558,0.506,G,67.7,109.0,101.0,24.8,19.4,4.0,26.2,13.9,26.0,1,0
20,Russell Westbrook,9,34.3,8.0,18.3,6.9,14.6,1.1,3.7,5.2,6.7,1.6,5.7,7.3,8.4,1.6,0.3,4.1,2.6,22.4,0.438,0.471,0.305,0.778,0.526,0.468,G,108.0,108.0,106.0,56.7,22.2,11.6,41.7,16.1,31.9,0,1
22,David West,2,28.2,5.5,11.1,5.5,10.9,0.1,0.2,2.5,3.0,1.7,4.6,6.4,2.2,0.7,0.8,1.6,2.3,13.6,0.495,0.499,0.265,0.817,0.544,0.498,F-C,85.9,109.0,104.0,27.6,18.6,13.1,13.6,11.4,23.1,0,0
23,Scott Wedman,2,28.6,5.7,11.8,5.6,11.5,0.1,0.3,1.7,2.1,1.7,3.1,4.8,2.0,0.9,0.3,1.0,2.8,13.2,0.481,0.485,0.335,0.794,0.515,0.485,F-G,53.7,107.0,104.0,10.5,14.2,9.0,9.9,9.8,20.5,0,0
24,Chris Webber,5,37.1,8.7,18.1,8.3,17.0,0.3,1.1,3.0,4.7,2.7,7.0,9.8,4.2,1.4,1.4,2.8,3.2,20.7,0.479,0.49,0.299,0.649,0.513,0.487,F-C,84.7,104.0,101.0,42.1,20.9,14.6,20.2,12.1,27.1,1,0
25,Kermit Washington,1,25.3,3.5,6.7,3.5,6.7,0.0,0.0,2.2,3.3,3.0,5.3,8.3,1.4,0.8,1.1,1.2,3.2,9.2,0.526,0.526,0.0,0.656,0.565,0.526,F-C,36.0,113.0,101.0,8.1,16.0,17.3,7.1,16.8,15.3,0,0
27,Bill Walton,2,28.3,5.5,10.5,5.5,10.5,0.0,0.0,2.4,3.6,2.4,8.2,10.5,3.4,0.8,2.2,1.8,2.8,13.3,0.521,0.521,0.0,0.66,0.551,0.521,C-F,39.3,103.0,96.0,21.3,20.0,19.8,17.1,20.6,20.6,1,1
29,Rasheed Wallace,4,32.7,5.7,12.2,4.7,9.3,1.0,2.9,2.1,2.9,1.4,5.3,6.7,1.8,1.0,1.3,1.5,2.9,14.4,0.467,0.508,0.336,0.721,0.536,0.507,F-C,105.1,107.0,101.0,38.3,17.0,12.1,9.6,10.2,21.3,0,0
30,Gerald Wallace,1,29.7,4.2,9.0,3.7,7.4,0.5,1.6,3.0,4.2,1.4,4.4,5.8,2.1,1.4,0.8,1.8,2.2,11.9,0.469,0.502,0.312,0.709,0.549,0.496,F,59.7,107.0,103.0,23.5,16.3,11.5,11.7,14.1,19.5,0,0
31,Ben Wallace,4,29.5,2.4,5.0,2.4,4.9,0.0,0.0,1.0,2.5,3.2,6.5,9.6,1.3,1.3,2.0,1.0,1.9,5.7,0.474,0.477,0.137,0.414,0.474,0.475,F-C,93.5,106.0,96.0,36.1,15.5,18.9,6.8,13.8,11.0,1,0
32,John Wall,5,34.9,6.8,15.7,5.8,12.6,1.0,3.1,4.2,5.4,0.6,3.6,4.2,8.9,1.6,0.7,3.7,2.2,18.7,0.43,0.457,0.322,0.776,0.517,0.462,G,44.5,104.0,107.0,24.1,19.0,6.7,41.8,17.1,27.6,0,0
33,Kemba Walker,4,33.1,6.7,15.9,4.4,9.7,2.2,6.2,3.8,4.5,0.6,3.2,3.8,5.3,1.2,0.4,2.1,1.5,19.3,0.418,0.455,0.36,0.84,0.539,0.488,G,59.9,109.0,110.0,29.8,19.1,6.3,27.8,10.5,26.9,0,0
36,Antoine Walker,3,35.3,6.8,16.5,5.3,11.7,1.6,4.8,2.3,3.7,2.1,5.6,7.7,3.5,1.2,0.5,2.8,2.8,17.5,0.414,0.45,0.325,0.633,0.484,0.461,F,38.1,97.0,105.0,18.0,16.0,12.5,18.4,13.4,26.5,0,0
37,Dwyane Wade,13,33.9,8.0,16.7,7.5,14.9,0.5,1.8,5.4,7.1,1.2,3.5,4.7,5.4,1.5,0.8,3.2,2.2,22.0,0.48,0.502,0.293,0.765,0.554,0.495,G,120.7,109.0,104.0,62.8,23.5,8.1,30.4,13.7,31.4,0,0
38,Nikola Vučević,2,31.1,7.3,14.7,6.5,12.3,0.8,2.4,1.6,2.1,2.5,8.0,10.5,2.8,0.9,0.9,1.7,2.4,17.0,0.496,0.524,0.35,0.763,0.544,0.524,C,66.5,109.0,106.0,27.3,20.3,18.6,15.6,10.0,24.7,0,0
39,Fred VanVleet,1,29.7,4.9,12.2,2.5,5.8,2.4,6.4,2.3,2.7,0.4,2.9,3.3,5.2,1.3,0.4,1.7,2.1,14.6,0.403,0.435,0.375,0.868,0.544,0.501,G,32.2,114.0,110.0,13.6,16.2,6.1,26.0,11.0,21.8,0,0
40,Kiki Vandeweghe,2,30.3,7.6,14.4,7.3,13.7,0.3,0.7,4.3,4.9,1.1,2.3,3.4,2.1,0.6,0.3,1.6,1.9,19.7,0.525,0.533,0.368,0.872,0.594,0.534,F,75.6,119.0,113.0,17.7,18.4,6.1,9.9,8.9,23.6,0,0
41,Norm Van Lier,3,35.1,4.4,10.7,4.4,10.7,0.0,0.0,2.9,3.7,0.7,1.7,4.8,7.0,1.0,0.1,0.3,3.6,11.8,0.414,0.414,0.0,0.78,0.476,0.414,G,47.8,101.0,98.0,6.2,14.0,6.9,27.0,26.9,12.1,0,0
42,Nick Van Exel,1,32.9,5.3,13.0,3.5,8.2,1.7,4.9,2.1,2.7,0.4,2.5,2.9,6.6,0.8,0.1,2.1,1.6,14.4,0.405,0.433,0.357,0.794,0.507,0.471,G,55.9,108.0,110.0,17.7,15.8,4.9,32.6,12.9,22.0,0,0
45,Wes Unseld,5,36.4,4.4,8.7,4.4,8.7,0.0,0.0,1.9,3.0,2.1,5.1,14.0,3.9,0.6,0.4,0.6,2.8,10.8,0.509,0.509,0.5,0.633,0.537,0.509,C-F,110.1,113.0,96.0,25.3,16.0,18.0,13.5,19.0,11.7,1,1
47,Kelly Tripucka,2,29.6,6.3,13.3,6.0,12.6,0.2,0.7,4.4,5.2,1.3,2.5,3.8,3.0,1.0,0.2,2.4,2.3,17.2,0.473,0.479,0.361,0.849,0.552,0.482,F-G,44.4,109.0,110.0,11.2,16.2,7.0,14.5,13.4,24.1,0,0
48,Karl-Anthony Towns,3,34.1,8.5,16.2,6.9,12.0,1.6,4.2,4.4,5.3,2.9,8.2,11.2,3.2,0.8,1.3,2.7,3.4,23.1,0.526,0.571,0.394,0.835,0.623,0.577,C-F,68.2,119.0,109.0,29.3,24.5,18.3,15.8,12.7,26.7,0,0
49,Andrew Toney,2,26.9,6.1,12.2,5.8,11.4,0.3,0.9,3.4,4.3,0.5,1.7,2.2,4.2,0.8,0.2,3.0,2.9,15.9,0.5,0.512,0.342,0.797,0.565,0.512,G,26.9,106.0,108.0,4.4,16.1,4.4,23.9,17.4,25.9,0,0
50,Rudy Tomjanovich,5,33.5,7.3,14.6,7.3,14.5,0.0,0.2,2.7,3.5,1.5,3.6,8.1,2.0,0.5,0.2,0.4,2.5,17.4,0.501,0.504,0.262,0.784,0.539,0.502,F,70.4,109.0,105.0,13.3,16.9,12.4,8.9,9.3,21.4,1,0
52,Otis Thorpe,1,31.7,5.5,10.0,5.5,10.0,0.0,0.1,3.1,4.5,2.7,5.5,8.2,2.2,0.7,0.4,2.2,3.3,14.0,0.546,0.548,0.047,0.687,0.584,0.546,F-C,106.4,112.0,107.0,19.1,16.0,14.6,10.6,15.6,19.2,0,0
53,Klay Thompson,5,32.9,7.4,16.3,4.3,8.8,3.1,7.4,1.9,2.2,0.5,3.1,3.5,2.3,0.9,0.5,1.7,2.1,19.7,0.455,0.488,0.416,0.851,0.573,0.55,G-F,51.1,109.0,109.0,15.7,16.2,5.9,11.2,9.0,25.1,0,0
54,David Thompson,4,32.0,8.3,16.4,8.2,16.3,0.0,0.2,5.5,7.1,1.4,2.3,3.8,3.2,0.9,0.8,2.2,2.5,22.1,0.504,0.506,0.277,0.778,0.566,0.505,G-F,50.8,111.0,107.0,16.8,19.7,6.1,15.4,12.3,26.5,1,0
55,Isiah Thomas,12,36.3,7.3,16.2,6.9,14.8,0.4,1.4,4.1,5.4,1.0,2.6,3.6,9.3,1.9,0.3,3.8,3.0,19.2,0.452,0.468,0.29,0.759,0.516,0.465,G,80.7,106.0,107.0,41.6,18.1,5.3,37.4,16.8,25.3,1,0
56,Isaiah Thomas,2,28.3,5.8,13.3,3.9,8.0,1.9,5.2,4.3,4.9,0.5,1.9,2.4,4.8,0.9,0.1,2.3,2.1,17.7,0.434,0.481,0.362,0.872,0.573,0.506,G,45.3,113.0,112.0,16.1,19.6,4.7,28.7,12.8,27.2,0,0
57,Reggie Theus,2,33.7,6.9,14.6,6.6,13.7,0.2,0.9,4.5,5.5,1.2,2.1,3.3,6.3,1.2,0.2,3.4,2.9,18.5,0.471,0.486,0.252,0.826,0.545,0.479,G,66.9,108.0,111.0,18.5,16.6,5.3,27.7,16.7,24.3,0,0
58,Jeff Teague,1,26.8,4.3,9.7,3.4,7.3,0.9,2.4,2.7,3.2,0.3,2.1,2.4,5.6,1.1,0.3,2.2,1.9,12.2,0.444,0.472,0.36,0.844,0.549,0.489,G,52.4,109.0,108.0,14.3,16.8,5.1,32.3,16.4,22.2,0,0
59,Jayson Tatum,4,34.0,7.9,17.2,5.4,10.7,2.4,6.5,4.3,5.1,0.9,6.1,7.0,3.3,1.1,0.7,2.3,2.1,22.4,0.457,0.508,0.374,0.847,0.578,0.528,F,44.5,113.0,108.0,19.4,19.6,11.2,16.0,10.5,27.7,0,0
60,Wally Szczerbiak,1,30.8,5.4,11.0,4.4,8.8,0.9,2.2,2.5,2.9,1.0,3.0,4.0,2.4,0.6,0.2,1.5,2.1,14.1,0.485,0.505,0.406,0.86,0.573,0.526,F,53.3,113.0,108.0,13.6,16.0,7.5,12.6,10.8,20.5,0,0
62,Amar'e Stoudemire,6,31.0,7.0,13.0,7.0,12.9,0.0,0.2,4.9,6.4,2.4,5.4,7.8,1.2,0.8,1.2,2.3,3.2,18.9,0.537,0.54,0.236,0.761,0.597,0.538,F-C,92.5,113.0,105.0,21.9,21.8,14.4,6.9,12.7,26.2,0,0
64,Peja Stojaković,3,33.5,6.0,13.3,3.8,7.9,2.2,5.5,2.8,3.1,0.9,3.8,4.7,1.8,0.9,0.1,1.4,1.7,17.0,0.45,0.484,0.401,0.895,0.577,0.532,F,82.6,114.0,106.0,26.2,17.1,7.8,8.6,8.4,21.5,0,0
65,John Stockton,10,31.8,4.7,9.1,4.1,7.6,0.6,1.5,3.2,3.9,0.6,2.1,2.7,10.5,2.2,0.2,2.8,2.6,13.1,0.515,0.541,0.384,0.826,0.608,0.546,G,207.7,121.0,104.0,106.5,21.8,5.0,50.2,20.8,18.9,1,0
66,John Starks,1,27.2,4.6,11.1,3.2,6.9,1.4,4.1,2.0,2.6,0.5,2.0,2.5,3.6,1.1,0.1,1.8,2.6,12.5,0.412,0.455,0.34,0.769,0.513,0.476,G,49.9,104.0,104.0,16.5,14.0,5.2,22.0,12.7,23.0,0,0
67,Jerry Stackhouse,2,31.2,5.6,13.6,4.5,10.3,1.0,3.3,4.8,5.8,1.0,2.2,3.2,3.3,0.9,0.5,2.7,1.9,16.9,0.409,0.441,0.309,0.822,0.524,0.446,G-F,52.4,103.0,108.0,17.4,16.5,5.8,19.4,14.4,27.3,0,0
68,Latrell Sprewell,4,38.6,6.7,15.7,5.4,12.1,1.2,3.6,3.8,4.7,0.8,3.2,4.1,4.0,1.4,0.4,2.7,1.8,18.3,0.425,0.451,0.337,0.804,0.516,0.464,G,56.3,103.0,108.0,21.0,15.1,6.1,17.6,13.1,23.8,0,0
69,Rik Smits,1,26.6,6.1,12.1,6.1,12.0,0.0,0.0,2.6,3.4,1.8,4.3,6.1,1.4,0.4,1.3,1.8,3.5,14.8,0.507,0.508,0.115,0.773,0.548,0.507,C,56.6,107.0,106.0,10.4,17.9,13.3,9.3,11.8,25.7,0,0
70,Steve Smith,1,30.6,4.9,11.1,3.7,7.7,1.2,3.4,3.3,3.8,1.2,2.1,3.2,3.1,0.8,0.3,1.8,2.4,14.3,0.44,0.476,0.358,0.845,0.556,0.494,G,83.7,114.0,108.0,24.6,16.1,6.2,17.1,12.4,21.7,0,0
71,Randy Smith,2,32.2,6.8,14.6,6.8,14.5,0.0,0.1,3.0,3.8,0.9,2.0,3.7,4.6,1.4,0.1,1.2,2.6,16.7,0.47,0.472,0.155,0.781,0.513,0.47,G-F,60.1,104.0,104.0,16.0,16.5,5.9,20.8,13.1,23.6,0,0
72,Phil Smith,2,29.1,6.1,12.8,6.1,12.7,0.0,0.1,2.9,3.7,0.9,2.1,3.0,3.9,1.1,0.3,1.5,2.5,15.1,0.476,0.478,0.253,0.779,0.523,0.477,G,41.1,103.0,104.0,9.9,15.8,5.4,19.0,14.4,22.4,0,0
75,Ben Simmons,3,32.9,6.0,10.8,6.0,10.7,0.0,0.1,2.6,4.5,1.8,6.0,7.8,7.5,1.6,0.7,3.2,2.9,14.7,0.56,0.565,0.139,0.591,0.578,0.561,G-F,32.6,113.0,106.0,14.1,19.1,12.9,34.1,20.2,20.7,0,0
76,Paul Silas,2,27.9,3.4,7.9,3.4,7.9,0.0,0.0,2.5,3.8,1.6,2.6,9.9,2.1,0.3,0.1,0.3,2.5,9.4,0.432,0.432,0.0,0.673,0.489,0.432,F-C,79.9,98.0,97.0,5.6,13.9,16.6,9.4,19.3,11.7,0,0
77,Jack Sikma,7,33.4,5.8,12.5,5.6,11.9,0.2,0.6,3.9,4.6,2.3,7.5,9.8,3.2,1.0,0.9,2.3,3.5,15.6,0.464,0.47,0.328,0.849,0.54,0.471,C-F,112.5,109.0,101.0,37.0,17.3,16.2,13.7,13.9,20.6,1,0
78,Pascal Siakam,2,30.6,6.4,13.2,5.4,10.1,1.0,3.1,3.1,4.0,1.5,5.1,6.5,3.5,0.9,0.7,1.9,2.8,16.9,0.487,0.536,0.328,0.772,0.567,0.525,F,40.2,114.0,109.0,14.2,18.0,11.7,18.2,11.2,23.6,0,0
80,Lonnie Shelton,1,27.5,5.1,10.3,5.1,10.3,0.0,0.0,1.8,2.4,2.1,4.0,6.1,2.2,1.1,0.8,1.9,3.8,12.0,0.492,0.493,0.097,0.738,0.524,0.492,F-C,37.5,102.0,102.0,7.9,14.2,11.9,11.1,16.0,19.5,0,0
86,Charlie Scott,3,34.4,7.3,16.5,7.3,16.5,0.0,0.0,3.2,4.2,0.8,2.2,3.6,4.8,1.1,0.3,1.2,3.7,17.9,0.444,0.444,0.182,0.772,0.487,0.444,G-F,26.9,93.0,103.0,2.1,14.5,5.3,20.7,19.0,19.3,1,0
88,Detlef Schrempf,3,29.6,4.8,9.7,4.3,8.6,0.4,1.1,3.9,4.9,1.6,4.5,6.2,3.4,0.8,0.3,2.0,3.0,13.9,0.491,0.505,0.384,0.803,0.586,0.513,F-C,109.5,117.0,107.0,32.4,17.2,12.0,17.2,14.4,20.3,0,0
92,Ralph Sampson,4,29.8,6.4,13.2,6.4,13.1,0.0,0.1,2.6,3.9,2.6,6.2,8.8,2.3,0.9,1.6,3.0,3.5,15.4,0.486,0.489,0.172,0.661,0.518,0.487,C-F,20.1,99.0,104.0,5.0,16.0,16.0,10.8,16.7,23.8,1,0
93,Domantas Sabonis,3,29.4,5.9,10.7,5.4,9.4,0.4,1.3,2.9,4.0,2.4,7.3,9.7,4.1,0.8,0.4,2.4,3.1,15.1,0.547,0.578,0.324,0.735,0.604,0.567,C-F,46.5,117.0,109.0,16.2,19.5,18.3,21.1,16.1,21.9,0,0
94,D'Angelo Russell,1,29.8,6.4,15.1,3.9,8.1,2.5,6.9,2.4,3.1,0.5,3.0,3.5,5.7,1.1,0.3,2.8,1.9,17.7,0.426,0.48,0.361,0.789,0.541,0.508,G,19.2,106.0,114.0,9.9,16.5,6.3,31.5,14.6,27.4,0,0
95,Cazzie Russell,1,27.2,6.3,13.7,6.3,13.7,0.0,0.0,2.5,3.0,0.4,0.8,3.8,2.2,0.3,0.0,0.0,2.1,15.1,0.464,0.464,0.0,0.827,0.506,0.464,F-G,51.7,102.0,103.0,3.3,15.8,6.3,12.1,9.6,18.6,0,0
96,Campy Russell,1,29.6,6.0,13.1,5.9,12.9,0.1,0.2,3.8,4.9,1.6,3.2,4.8,3.0,1.0,0.2,1.8,2.7,15.8,0.459,0.461,0.366,0.772,0.52,0.462,F,35.8,104.0,104.0,9.8,16.3,8.6,14.5,14.9,23.0,0,0
99,Jeff Ruland,2,33.4,6.3,11.2,6.3,11.2,0.0,0.1,4.7,6.5,3.3,6.9,10.2,3.0,0.8,0.8,3.7,3.7,17.4,0.564,0.566,0.158,0.718,0.615,0.564,C-F,34.3,109.0,102.0,11.5,18.7,17.0,13.8,20.6,22.3,0,0
100,Brandon Roy,3,35.5,6.8,14.9,5.8,12.0,1.0,2.8,4.2,5.2,1.1,3.2,4.3,4.7,1.0,0.2,1.8,1.9,18.8,0.459,0.485,0.348,0.8,0.548,0.492,G,37.4,115.0,110.0,16.3,20.0,7.3,23.9,9.6,25.3,0,0
101,Curtis Rowe,1,31.0,4.8,9.9,4.8,9.9,0.0,0.0,2.1,3.0,1.5,3.2,7.2,1.6,0.3,0.3,0.3,2.3,11.6,0.482,0.482,0.0,0.701,0.519,0.482,F,34.1,92.0,101.0,3.2,12.9,11.8,7.0,19.2,15.6,0,0
102,Dan Roundfield,3,31.4,5.7,11.9,5.7,11.8,0.0,0.1,3.7,5.0,3.3,6.4,9.7,2.2,0.9,1.5,2.4,3.4,15.2,0.485,0.487,0.115,0.738,0.54,0.485,F-C,65.2,107.0,101.0,20.0,18.1,16.6,10.4,15.8,21.5,0,0
103,Derrick Rose,3,31.0,6.9,15.2,6.1,12.6,0.8,2.6,3.0,3.6,0.8,2.5,3.3,5.3,0.8,0.3,2.5,1.2,17.7,0.456,0.485,0.315,0.831,0.527,0.483,G,44.2,107.0,110.0,18.3,18.1,5.8,30.3,12.7,27.7,0,1
104,Rajon Rondo,4,29.9,4.1,8.9,3.6,7.5,0.5,1.4,1.2,1.9,1.0,3.6,4.5,7.9,1.6,0.1,2.7,2.1,9.8,0.456,0.482,0.324,0.611,0.501,0.483,G,61.8,104.0,104.0,23.2,15.8,8.7,40.6,21.7,18.9,0,0
105,Dennis Rodman,2,31.7,3.0,5.8,2.9,5.4,0.1,0.4,1.2,2.0,4.8,8.4,13.1,1.8,0.7,0.6,1.6,3.1,7.3,0.521,0.542,0.231,0.584,0.546,0.529,F,89.8,114.0,100.0,21.0,14.6,23.4,7.6,19.5,11.4,1,0
108,Truck Robinson,2,32.6,6.2,12.9,6.2,12.9,0.0,0.0,3.1,4.6,2.6,6.8,9.4,1.7,0.7,0.7,2.1,2.9,15.5,0.483,0.483,1.0,0.662,0.52,0.483,F-C,52.7,100.0,100.0,6.1,14.9,15.4,7.8,15.3,21.3,0,0
109,Glenn Robinson,2,36.8,8.1,17.6,7.2,15.0,0.9,2.6,3.6,4.4,1.5,4.6,6.1,2.7,1.2,0.6,3.1,2.7,20.7,0.459,0.48,0.34,0.82,0.529,0.485,F,39.8,102.0,107.0,13.5,17.5,9.8,13.8,13.8,28.1,0,0
111,David Robinson,10,34.7,7.5,14.4,7.4,14.3,0.0,0.1,6.1,8.3,3.1,7.5,10.6,2.5,1.4,3.0,2.4,2.9,21.1,0.518,0.52,0.25,0.736,0.583,0.519,C,178.7,116.0,96.0,81.9,26.2,17.3,12.4,11.9,26.2,1,1
112,Clifford Robinson,1,30.8,5.4,12.2,4.4,9.7,0.9,2.5,2.6,3.7,1.3,3.2,4.6,2.2,1.0,1.0,1.8,3.0,14.2,0.438,0.459,0.356,0.689,0.512,0.475,F-C,89.7,103.0,103.0,26.6,14.5,8.4,12.1,11.6,22.3,0,0
114,Alvin Robertson,4,31.7,5.7,11.9,5.4,10.8,0.3,1.0,2.3,3.1,2.1,3.1,5.2,5.0,2.7,0.4,2.7,3.4,14.0,0.477,0.494,0.295,0.743,0.527,0.49,G,52.1,106.0,106.0,28.3,17.0,9.4,23.1,17.0,20.7,0,0
115,Doc Rivers,1,27.3,3.8,8.6,3.4,7.3,0.4,1.3,2.8,3.6,0.7,2.3,3.0,5.7,1.8,0.4,1.9,3.1,10.9,0.444,0.465,0.328,0.784,0.534,0.469,G,68.2,112.0,105.0,30.5,16.6,6.2,29.2,15.8,18.6,0,0
