Rk,Player,ORtg,DRtg,PER,TRB%,AST%,STL%,BLK%,TOV%,USG%,From,To,Age,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Team,-9999
1,Ivica Zubac,125,112,16.7,19.5,5.1,0.7,4.0,15.9,14.8,2022-23,2022-23,25,76,76,28.6,4.3,6.8,4.3,6.7,0.0,0.0,2.2,3.1,3.1,6.8,9.9,1.0,0.4,1.3,1.5,2.9,10.8,.634,.637,.000,.697,.661,.634,C,LAC,zubaciv01
2,Cody Zeller,124,114,16.4,17.3,7.2,0.7,1.9,15.8,18.1,2022-23,2022-23,30,15,2,14.5,2.5,3.9,2.5,3.8,0.0,0.1,1.6,2.3,1.7,2.6,4.3,0.7,0.2,0.3,0.9,2.2,6.5,.627,.649,.000,.686,.659,.627,C-F,MIA,zelleco01
3,Omer Yurtseven,126,112,16.7,16.2,3.9,1.2,2.5,11.9,18.0,2022-23,2022-23,24,9,0,9.2,1.8,3.0,1.4,2.2,0.3,0.8,0.6,0.7,0.9,1.7,2.6,0.2,0.2,0.2,0.4,1.8,4.4,.593,.650,.429,.833,.675,.648,C,MIA,yurtsom01
4,Trae Young,116,119,22.0,4.7,42.5,1.5,0.3,15.2,32.6,2022-23,2022-23,24,73,73,34.8,8.2,19.0,6.1,12.7,2.1,6.3,7.8,8.8,0.8,2.2,3.0,10.2,1.1,0.1,4.1,1.4,26.2,.429,.476,.335,.886,.573,.485,G,ATL,youngtr01
5,Thaddeus Young,117,112,14.1,11.8,12.9,3.4,0.6,16.7,13.5,2022-23,2022-23,34,54,9,14.7,2.0,3.7,1.9,3.0,0.1,0.6,0.3,0.5,1.3,1.8,3.1,1.4,1.0,0.1,0.8,1.6,4.4,.545,.622,.176,.692,.573,.561,F,TOR,youngth01
6,Gabe York,122,120,11.8,5.9,12.3,1.7,0.0,0.0,16.4,2022-23,2022-23,29,3,0,18.7,2.7,7.0,0.7,1.0,2.0,6.0,0.7,0.7,0.0,2.0,2.0,1.7,0.7,0.0,0.0,1.7,8.0,.381,.667,.333,1.000,.548,.524,G,IND,yorkga01
7,McKinley Wright IV,113,118,12.4,8.2,25.2,1.2,1.3,15.2,16.9,2022-23,2022-23,24,27,1,12.4,1.7,3.6,1.4,2.6,0.3,1.0,0.5,0.7,0.3,1.4,1.7,2.1,0.3,0.2,0.7,0.9,4.2,.469,.529,.321,.684,.536,.515,G,DAL,wrighmc01
8,Delon Wright,127,112,16.3,8.2,20.9,3.7,1.2,12.2,12.9,2022-23,2022-23,30,50,14,24.4,2.8,5.8,1.9,3.4,0.8,2.4,1.0,1.2,1.2,2.4,3.6,3.9,1.8,0.3,0.9,1.2,7.4,.474,.564,.345,.867,.581,.545,G,WAS,wrighde01
9,Christian Wood,116,113,20.6,16.4,11.7,0.9,3.7,11.9,26.4,2022-23,2022-23,27,67,17,25.9,5.9,11.5,4.3,7.3,1.6,4.2,3.2,4.2,1.3,6.0,7.3,1.8,0.4,1.1,1.8,2.5,16.6,.515,.594,.376,.772,.624,.583,F,DAL,woodch01
10,James Wiseman,112,116,15.6,17.0,5.5,0.4,2.7,11.8,21.2,2022-23,2022-23,21,45,22,19.3,4.2,7.5,4.1,7.1,0.1,0.4,1.5,2.2,1.6,4.3,5.9,0.7,0.2,0.6,1.1,2.4,10.0,.558,.580,.200,.701,.589,.563,C,DETGSW,wisemja01
11,Justise Winslow,104,118,9.3,10.7,17.2,1.9,1.3,17.0,14.2,2022-23,2022-23,26,29,11,26.8,2.8,6.8,2.3,5.3,0.5,1.6,0.7,1.0,1.7,3.3,5.0,3.4,1.0,0.4,1.5,3.1,6.8,.409,.438,.311,.714,.466,.444,F,POR,winslju01
12,Dylan Windler,119,108,19.0,0.0,15.2,5.0,0.0,25.0,17.9,2022-23,2022-23,26,3,0,3.3,0.7,1.0,0.3,0.3,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,1.7,.667,1.000,.500,,.833,.833,G-F,CLE,windldy01
13,Zion Williamson,120,112,25.2,12.0,24.4,1.6,1.6,14.6,30.4,2022-23,2022-23,22,29,29,33.0,9.8,16.2,9.6,15.5,0.2,0.7,6.1,8.6,2.0,5.0,7.0,4.6,1.1,0.6,3.4,2.2,26.0,.608,.618,.368,.714,.652,.615,F-C,NOP,willizi01
14,Ziaire Williams,97,114,7.4,7.5,8.2,1.2,1.0,15.2,18.0,2022-23,2022-23,21,37,4,15.2,2.3,5.3,1.6,2.7,0.7,2.6,0.5,0.6,0.4,1.7,2.1,0.9,0.4,0.2,1.0,1.6,5.7,.429,.596,.258,.773,.511,.492,F,MEM,willizi02
15,Vince Williams Jr.,79,110,3.9,7.6,4.8,2.7,1.7,10.9,18.1,2022-23,2022-23,22,15,1,7.0,0.8,2.7,0.5,0.8,0.3,1.9,0.1,0.1,0.3,0.7,1.0,0.3,0.4,0.1,0.3,0.8,2.0,.300,.667,.143,1.000,.367,.350,F,MEM,willivi01
16,Robert Williams,143,107,19.8,19.3,8.5,1.3,5.0,15.3,11.8,2022-23,2022-23,25,35,20,23.5,3.6,4.9,3.6,4.8,0.0,0.0,0.7,1.2,3.0,5.4,8.3,1.4,0.6,1.4,1.0,1.9,8.0,.747,.751,.000,.610,.742,.747,C-F,BOS,williro04
17,Patrick Williams,108,113,11.2,8.0,5.8,1.5,2.9,12.3,15.7,2022-23,2022-23,21,82,65,28.3,3.8,8.3,2.4,4.9,1.4,3.4,1.1,1.3,1.0,3.0,4.0,1.2,0.9,0.9,1.2,1.8,10.2,.464,.498,.415,.857,.576,.549,F,CHI,willipa01
18,Mark Williams,125,110,19.8,19.6,3.3,1.6,4.7,12.0,17.0,2022-23,2022-23,21,43,17,19.3,3.7,5.8,3.7,5.8,0.0,0.0,1.6,2.3,2.2,4.9,7.1,0.4,0.7,1.0,0.9,2.2,9.0,.637,.637,,.691,.659,.637,C,CHO,willima07
19,Kenrich Williams,126,114,14.4,11.6,11.7,1.8,1.1,8.1,13.7,2022-23,2022-23,28,53,10,22.8,3.4,6.5,2.4,4.0,0.9,2.5,0.3,0.7,1.8,3.1,4.9,2.0,0.8,0.3,0.6,2.1,8.0,.517,.608,.373,.436,.585,.590,G-F,OKC,willike04
20,Jeenathan Williams,132,122,15.5,6.8,12.1,1.2,1.4,9.0,15.2,2022-23,2022-23,23,5,4,25.4,4.8,7.8,4.2,6.2,0.6,1.6,0.4,0.6,2.0,1.0,3.0,2.0,0.6,0.4,0.8,2.6,10.6,.615,.677,.375,.667,.657,.654,G,POR,willije02
21,Jaylin Williams,115,112,11.2,14.1,10.7,1.5,1.2,12.6,13.5,2022-23,2022-23,20,49,36,18.7,2.1,4.8,1.1,2.5,0.9,2.3,0.8,1.1,0.9,4.0,4.9,1.6,0.6,0.2,0.8,2.3,5.9,.436,.463,.407,.704,.559,.534,F,OKC,willija07
22,Jalen Williams,118,114,15.6,7.9,15.4,2.1,1.4,12.3,18.4,2022-23,2022-23,21,75,62,30.3,5.5,10.6,4.5,7.9,1.0,2.7,2.1,2.5,1.1,3.4,4.5,3.3,1.4,0.5,1.6,2.5,14.1,.521,.579,.356,.812,.601,.567,G,OKC,willija06
23,Grant Williams,118,113,10.3,9.7,8.4,1.0,1.3,13.4,13.1,2022-23,2022-23,24,79,23,25.9,2.7,6.0,1.3,2.3,1.5,3.7,1.2,1.5,1.1,3.5,4.6,1.7,0.5,0.4,1.0,2.4,8.1,.454,.546,.395,.770,.605,.575,F,BOS,willigr01
24,Donovan Williams,81,111,14.5,27.4,0.0,0.0,0.0,0.0,52.5,2022-23,2022-23,21,2,0,2.0,1.0,2.5,1.0,1.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,.400,.667,.000,,.400,.400,F,ATL,willido02
25,Lindell Wigginton,104,117,11.8,4.2,23.8,0.0,1.9,22.7,25.6,2022-23,2022-23,24,7,1,12.4,2.6,5.3,1.7,2.7,0.9,2.6,1.1,1.3,0.0,1.0,1.0,2.0,0.0,0.3,1.7,1.0,7.1,.486,.632,.333,.889,.610,.568,G,MIL,wiggili01
26,Andrew Wiggins,113,114,14.7,8.6,10.5,1.8,2.1,7.9,21.5,2022-23,2022-23,27,37,37,32.2,6.8,14.3,4.4,8.2,2.4,6.1,1.2,1.9,1.6,3.4,5.0,2.3,1.2,0.8,1.3,2.9,17.1,.473,.530,.396,.611,.564,.557,F-G,GSW,wiggian01
27,Aaron Wiggins,119,116,12.2,8.7,8.3,1.4,1.1,12.2,14.5,2022-23,2022-23,24,70,14,18.5,2.7,5.2,2.0,3.4,0.7,1.7,0.8,1.0,1.0,2.0,3.0,1.1,0.6,0.2,0.8,1.6,6.8,.512,.573,.393,.831,.607,.579,G,OKC,wiggiaa01
28,Jack White,115,111,12.6,14.8,7.7,2.2,2.7,9.0,14.7,2022-23,2022-23,25,17,0,3.9,0.5,1.1,0.3,0.6,0.2,0.5,0.1,0.2,0.4,0.6,1.0,0.2,0.2,0.1,0.1,0.5,1.2,.421,.500,.333,.667,.517,.500,F,DEN,whiteja03
29,Derrick White,124,112,15.4,6.9,19.4,1.1,2.8,10.1,17.7,2022-23,2022-23,28,82,70,28.3,4.3,9.2,2.5,4.5,1.8,4.8,2.0,2.3,0.6,2.9,3.6,3.9,0.7,0.9,1.2,2.2,12.4,.462,.548,.381,.875,.604,.560,G,BOS,whitede01
30,Coby White,113,114,12.5,6.9,16.3,1.5,0.3,10.6,17.9,2022-23,2022-23,22,74,2,23.4,3.6,8.0,1.8,3.4,1.7,4.6,0.8,0.9,0.2,2.6,2.9,2.8,0.7,0.1,1.0,1.6,9.7,.443,.540,.372,.871,.572,.551,G,CHI,whiteco01
31,Russell Westbrook,104,113,16.1,10.8,38.6,1.7,1.3,18.4,27.7,2022-23,2022-23,34,73,24,29.1,5.9,13.6,4.7,9.7,1.2,3.9,2.8,4.3,1.2,4.6,5.8,7.5,1.0,0.5,3.5,2.2,15.9,.436,.487,.311,.656,.513,.481,G,LACLAL,westbru01
32,Blake Wesley,80,120,3.5,6.6,18.8,1.8,0.6,21.7,18.5,2022-23,2022-23,19,37,1,18.1,1.9,5.8,1.3,4.4,0.5,1.4,0.7,1.2,0.3,1.9,2.2,2.7,0.7,0.1,1.8,1.8,5.0,.321,.301,.385,.591,.393,.367,G,SAS,weslebl01
33,Peyton Watson,109,114,12.8,11.4,7.9,0.5,5.2,10.6,17.7,2022-23,2022-23,20,23,2,8.1,1.3,2.6,1.0,2.0,0.3,0.6,0.5,0.9,0.3,1.3,1.6,0.5,0.1,0.5,0.3,0.6,3.3,.492,.511,.429,.550,.553,.542,G-F,DEN,watsope01
34,Trendon Watford,118,119,13.6,11.6,16.0,1.3,0.9,16.2,16.1,2022-23,2022-23,22,62,12,19.1,2.9,5.2,2.5,4.2,0.4,1.0,1.2,1.6,0.7,3.2,3.8,2.1,0.5,0.2,1.1,1.9,7.4,.560,.602,.391,.720,.625,.599,F,POR,watfotr01
35,Lindy Waters III,120,116,11.8,7.6,7.0,1.3,1.9,5.1,15.5,2022-23,2022-23,25,41,0,13.0,1.7,4.3,0.3,0.4,1.4,4.0,0.4,0.5,0.4,1.4,1.8,0.7,0.3,0.3,0.2,1.0,5.2,.393,.750,.358,.800,.573,.556,G,OKC,waterli01
36,Yuta Watanabe,125,116,12.1,8.5,7.0,1.3,1.6,8.0,13.1,2022-23,2022-23,28,58,1,16.0,2.0,4.0,0.9,1.7,1.0,2.3,0.6,0.8,0.5,1.9,2.4,0.8,0.4,0.3,0.4,1.4,5.6,.491,.557,.444,.723,.637,.621,F,BRK,watanyu01
37,TyTy Washington Jr.,99,121,7.5,5.7,15.3,1.7,0.5,7.7,17.4,2022-23,2022-23,21,31,2,14.0,1.9,5.2,1.3,2.6,0.6,2.6,0.3,0.6,0.1,1.4,1.5,1.5,0.5,0.1,0.5,0.9,4.7,.363,.488,.238,.556,.432,.422,G,HOU,washity02
38,P.J. Washington,107,116,12.9,8.0,11.0,1.3,2.9,9.4,20.6,2022-23,2022-23,24,73,73,32.6,5.9,13.4,3.9,7.5,2.0,5.9,1.7,2.4,1.0,3.9,4.9,2.4,0.9,1.1,1.5,2.6,15.7,.444,.518,.348,.730,.542,.520,F,CHO,washipj01
39,Duane Washington Jr.,93,117,9.3,5.1,25.2,0.7,0.9,11.3,32.5,2022-23,2022-23,22,31,3,12.7,3.0,8.3,1.7,4.7,1.3,3.6,0.5,0.8,0.1,1.1,1.2,2.0,0.2,0.1,1.1,0.7,7.9,.367,.372,.360,.667,.458,.445,G,PHO,washidu02
40,T.J. Warren,111,114,13.5,9.8,8.7,1.6,1.5,6.5,19.5,2022-23,2022-23,29,42,0,16.4,3.1,6.4,2.6,4.8,0.5,1.6,0.7,0.8,0.6,2.3,2.9,1.0,0.5,0.3,0.5,1.5,7.5,.489,.542,.328,.800,.550,.530,F,BRKPHO,warretj01
41,John Wall,102,115,13.6,6.8,35.3,1.8,1.4,17.1,27.0,2022-23,2022-23,32,34,3,22.2,4.1,9.9,3.1,6.7,1.0,3.2,2.3,3.3,0.4,2.3,2.7,5.2,0.8,0.4,2.4,1.7,11.4,.408,.459,.303,.681,.498,.457,G,LAC,walljo01
42,Lonnie Walker IV,111,117,12.2,4.5,7.0,1.1,1.1,7.4,20.2,2022-23,2022-23,24,56,32,23.2,4.2,9.4,2.6,5.0,1.6,4.4,1.6,1.9,0.3,1.7,1.9,1.1,0.5,0.3,0.8,1.3,11.7,.448,.522,.365,.858,.570,.534,G,LAL,walkelo01
43,Kemba Walker,118,119,15.0,6.5,20.1,0.7,1.2,5.7,22.1,2022-23,2022-23,32,9,1,16.0,2.7,6.3,1.9,3.2,0.8,3.1,1.9,2.3,0.3,1.4,1.8,2.1,0.2,0.2,0.4,1.2,8.0,.421,.586,.250,.810,.543,.482,G,DAL,walkeke02
44,Jabari Walker,104,120,9.6,12.2,7.8,0.8,1.9,11.8,17.3,2022-23,2022-23,20,56,0,11.1,1.5,3.5,1.2,2.5,0.3,1.0,0.6,0.8,0.9,1.5,2.3,0.6,0.2,0.2,0.5,1.2,3.9,.419,.472,.286,.756,.496,.460,F,POR,walkeja01
45,Ish Wainright,114,113,9.2,8.4,7.4,2.0,2.2,8.4,12.2,2022-23,2022-23,28,60,2,15.3,1.4,3.8,0.5,0.9,1.0,2.9,0.4,0.5,0.8,1.6,2.3,0.9,0.6,0.4,0.4,2.0,4.2,.370,.500,.329,.839,.522,.496,F,PHO,wainris01
46,Moritz Wagner,122,114,17.4,13.2,11.5,1.6,1.1,12.5,21.1,2022-23,2022-23,25,57,18,19.5,3.5,6.9,2.6,4.1,0.9,2.9,2.7,3.2,1.2,3.3,4.5,1.5,0.6,0.2,1.2,2.4,10.5,.500,.631,.313,.841,.630,.564,F-C,ORL,wagnemo01
47,Franz Wagner,115,116,15.9,7.1,17.2,1.4,0.6,11.7,23.5,2022-23,2022-23,21,80,80,32.6,6.8,14.0,5.2,9.5,1.6,4.5,3.4,4.0,0.9,3.2,4.1,3.5,1.0,0.2,2.1,2.3,18.6,.485,.544,.361,.842,.589,.543,G-F,ORL,wagnefr01
48,Dean Wade,113,110,8.5,9.9,5.4,1.6,2.2,8.3,10.2,2022-23,2022-23,26,44,13,20.3,1.7,4.0,0.6,1.1,1.0,2.9,0.3,0.5,0.5,3.0,3.4,0.8,0.6,0.5,0.4,2.0,4.7,.412,.560,.354,.652,.550,.540,F,CLE,wadede01
49,Nikola Vučević,117,110,19.1,18.6,14.6,1.1,2.0,10.2,21.9,2022-23,2022-23,32,82,82,33.5,7.3,14.0,5.8,9.8,1.5,4.2,1.6,1.9,1.9,9.1,11.0,3.2,0.7,0.7,1.7,2.2,17.6,.520,.594,.349,.835,.594,.573,C,CHI,vucevni01
50,Noah Vonleh,101,110,5.9,15.3,5.1,0.6,4.0,30.7,9.2,2022-23,2022-23,27,23,1,7.4,0.5,1.0,0.4,0.9,0.0,0.2,0.1,0.1,0.8,1.3,2.1,0.3,0.1,0.3,0.5,1.5,1.1,.458,.500,.250,1.000,.502,.479,F-C,BOS,vonleno01
51,Gabe Vincent,104,115,9.0,4.8,13.9,1.8,0.3,13.3,17.5,2022-23,2022-23,26,68,34,25.9,3.4,8.3,1.6,3.2,1.7,5.1,1.0,1.1,0.4,1.7,2.1,2.5,0.9,0.1,1.4,2.3,9.4,.402,.512,.334,.872,.533,.505,G,MIA,vincega01
52,Devin Vassell,110,120,15.5,6.9,17.3,1.7,1.2,8.2,24.4,2022-23,2022-23,22,38,32,31.0,6.9,15.7,4.2,8.7,2.7,7.0,2.1,2.6,0.2,3.7,3.9,3.6,1.1,0.4,1.5,1.5,18.5,.439,.480,.387,.780,.550,.525,G-F,SAS,vassede01
53,Fred VanVleet,117,114,17.0,6.3,28.1,2.4,1.5,10.2,23.2,2022-23,2022-23,28,69,69,36.7,6.3,16.1,3.3,7.3,3.0,8.8,3.7,4.1,0.4,3.6,4.1,7.2,1.8,0.6,2.0,2.8,19.3,.393,.455,.342,.898,.540,.486,G,TOR,vanvlfr01
54,Jarred Vanderbilt,123,112,15.1,16.7,13.1,2.1,0.9,15.9,13.6,2022-23,2022-23,23,78,65,24.1,3.2,5.8,2.8,4.6,0.4,1.2,1.2,1.8,2.2,5.3,7.5,2.4,1.1,0.3,1.2,2.4,7.9,.548,.604,.322,.691,.604,.580,F,LALUTA,vandeja01
55,Jonas Valančiūnas,116,110,19.3,23.1,11.1,0.5,2.5,14.8,23.4,2022-23,2022-23,30,79,79,24.9,5.6,10.3,5.2,8.9,0.5,1.4,2.3,2.8,2.8,7.3,10.2,1.8,0.3,0.7,2.0,3.1,14.1,.547,.577,.349,.826,.610,.570,C,NOP,valanjo01
56,Stanley Umude,126,44,65.6,0.0,0.0,24.2,44.1,0.0,40.0,2022-23,2022-23,23,1,0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,.000,,.000,1.000,.532,.000,G,DET,umudest01
57,Myles Turner,121,114,20.0,14.2,7.5,0.9,6.6,10.8,22.0,2022-23,2022-23,26,62,62,29.4,6.5,11.8,5.0,7.8,1.5,4.0,3.5,4.5,1.4,6.1,7.5,1.4,0.6,2.3,1.7,3.5,18.0,.548,.638,.373,.783,.651,.612,C-F,IND,turnemy01
58,P.J. Tucker,117,116,5.7,9.1,3.9,1.0,0.7,15.8,6.5,2022-23,2022-23,37,75,75,25.6,1.3,3.0,0.5,1.1,0.7,1.9,0.3,0.3,1.3,2.7,3.9,0.8,0.5,0.2,0.6,2.4,3.5,.427,.482,.393,.826,.566,.549,F,PHI,tuckepj01
59,Gary Trent Jr.,116,116,15.0,4.6,7.4,2.4,0.6,5.1,21.7,2022-23,2022-23,24,66,44,32.1,6.1,14.2,3.6,7.3,2.5,6.8,2.6,3.1,0.5,2.2,2.6,1.6,1.6,0.2,0.8,1.5,17.4,.433,.493,.369,.839,.560,.522,G,TOR,trentga02
60,Karl-Anthony Towns,117,114,18.8,13.8,22.0,1.0,1.5,15.0,25.6,2022-23,2022-23,27,29,29,33.0,7.3,14.8,5.2,9.1,2.1,5.7,4.1,4.7,1.7,6.5,8.1,4.8,0.7,0.6,3.0,3.8,20.8,.495,.576,.366,.874,.618,.565,C-F,MIN,townska01
61,Juan Toscano-Anderson,104,116,7.2,9.5,11.8,1.1,1.2,18.1,11.3,2022-23,2022-23,29,52,9,13.5,1.2,2.8,1.1,1.9,0.2,0.8,0.4,0.5,0.5,1.8,2.4,1.3,0.3,0.2,0.7,1.5,3.0,.448,.560,.186,.792,.505,.476,F,LALUTA,toscaju01
62,Obi Toppin,116,116,13.6,9.8,9.2,1.1,1.1,8.0,19.5,2022-23,2022-23,24,67,5,15.7,2.8,6.3,1.5,2.6,1.3,3.7,0.6,0.7,0.4,2.4,2.8,1.0,0.3,0.2,0.6,1.0,7.4,.446,.593,.344,.809,.565,.548,F,NYK,toppiob01
63,Xavier Tillman Sr.,129,109,17.3,13.8,10.9,2.3,2.2,11.3,13.7,2022-23,2022-23,24,61,29,19.3,3.1,5.0,3.0,4.8,0.1,0.2,0.8,1.5,2.0,3.0,5.0,1.6,1.0,0.5,0.7,1.6,7.0,.614,.632,.267,.551,.621,.621,F,MEM,tillmxa01
64,Matisse Thybulle,114,113,10.5,6.8,5.9,3.4,2.4,8.3,10.6,2022-23,2022-23,25,71,28,16.9,1.5,3.6,0.8,1.5,0.8,2.1,0.3,0.4,0.6,1.4,2.0,0.7,1.2,0.5,0.3,1.6,4.1,.435,.533,.365,.679,.552,.542,G,PHIPOR,thybuma01
65,JT Thor,97,117,7.0,8.4,4.9,1.1,2.1,14.5,13.1,2022-23,2022-23,20,69,8,14.0,1.4,3.4,0.8,1.7,0.6,1.8,0.5,0.7,0.5,1.7,2.2,0.5,0.3,0.3,0.6,1.0,3.8,.399,.487,.317,.702,.506,.481,F,CHO,thorjt01
66,Klay Thompson,110,117,14.7,6.9,11.0,1.0,1.1,8.6,26.4,2022-23,2022-23,32,69,69,33.0,7.9,18.1,3.6,7.6,4.4,10.6,1.7,1.9,0.6,3.6,4.1,2.4,0.7,0.4,1.8,1.9,21.9,.436,.470,.412,.879,.576,.556,G-F,GSW,thompkl01
67,Cam Thomas,108,118,14.7,5.6,12.7,1.0,0.6,10.6,27.8,2022-23,2022-23,21,57,4,16.6,3.5,8.0,2.6,5.7,0.9,2.3,2.6,3.1,0.1,1.5,1.7,1.4,0.4,0.1,1.1,1.0,10.6,.441,.464,.383,.868,.567,.497,G,BRK,thomaca02
68,Daniel Theis,108,118,14.2,11.2,12.2,0.9,4.7,5.7,20.1,2022-23,2022-23,30,7,1,15.6,3.0,6.3,2.7,4.7,0.3,1.6,0.7,1.7,1.0,2.1,3.1,1.3,0.3,0.9,0.4,1.0,7.0,.477,.576,.182,.417,.497,.500,C,IND,theisda01
69,Dalen Terry,112,110,14.1,9.8,14.1,2.5,2.3,9.0,18.4,2022-23,2022-23,20,38,0,5.6,0.8,1.9,0.7,1.2,0.2,0.7,0.4,0.6,0.3,0.7,1.0,0.6,0.3,0.1,0.2,0.6,2.2,.444,.556,.259,.667,.523,.493,G,CHI,terryda01
70,Garrett Temple,114,112,10.5,5.9,10.6,2.7,1.2,7.9,13.4,2022-23,2022-23,36,25,0,6.5,0.7,1.8,0.3,0.8,0.4,1.0,0.1,0.2,0.2,0.5,0.7,0.5,0.4,0.1,0.2,0.6,2.0,.400,.368,.423,.750,.535,.522,G,NOP,templga01
71,Terry Taylor,115,121,11.0,9.9,5.1,0.5,2.0,10.1,14.2,2022-23,2022-23,23,31,2,8.5,1.3,2.4,1.1,1.8,0.2,0.6,0.2,0.4,0.9,0.6,1.5,0.3,0.1,0.2,0.3,0.8,2.9,.520,.607,.263,.545,.557,.553,G-F,CHIIND,taylote01
72,Jayson Tatum,118,110,23.7,13.0,20.9,1.4,1.6,10.4,32.7,2022-23,2022-23,24,74,74,36.9,9.8,21.1,6.6,11.8,3.2,9.3,7.2,8.4,1.1,7.7,8.8,4.6,1.1,0.7,2.9,2.2,30.1,.466,.558,.350,.854,.607,.543,F,BOS,tatumja01
73,Jae'Sean Tate,111,120,12.2,9.6,18.2,1.5,1.0,15.3,18.8,2022-23,2022-23,27,31,7,21.8,3.5,7.4,3.1,5.9,0.4,1.5,1.6,2.2,1.3,2.5,3.8,2.7,0.7,0.2,1.5,3.4,9.1,.480,.530,.283,.725,.546,.509,F,HOU,tateja01
74,Cole Swider,124,118,7.4,9.1,12.0,0.0,0.0,0.0,9.3,2022-23,2022-23,23,7,0,5.9,0.4,1.3,0.0,0.1,0.4,1.1,0.0,0.0,0.1,0.9,1.0,0.6,0.0,0.0,0.0,0.4,1.3,.333,.000,.375,,.500,.500,F,LAL,swideco01
75,Edmond Sumner,112,115,14.0,6.0,13.3,2.1,1.2,13.6,22.1,2022-23,2022-23,27,53,12,13.9,2.3,5.1,1.8,3.4,0.6,1.6,1.9,2.0,0.2,1.2,1.5,1.3,0.6,0.2,0.9,1.6,7.1,.461,.511,.356,.917,.597,.519,G,BRK,sumneed01
76,Jalen Suggs,104,113,12.5,7.3,18.0,2.6,2.1,15.9,20.3,2022-23,2022-23,21,53,19,23.5,3.5,8.4,2.3,4.6,1.2,3.8,1.6,2.2,1.0,2.0,3.0,2.9,1.3,0.5,1.8,2.3,9.9,.419,.496,.327,.723,.528,.493,G,ORL,suggsja01
77,Max Strus,113,117,10.8,6.7,11.2,0.9,0.5,7.8,17.6,2022-23,2022-23,26,80,33,28.4,4.1,9.9,1.6,2.8,2.5,7.0,1.0,1.1,0.6,2.6,3.2,2.1,0.5,0.2,0.9,2.1,11.5,.410,.559,.350,.876,.557,.535,G,MIA,strusma01
78,Isaiah Stewart,113,118,13.1,15.8,7.3,0.7,2.1,11.8,17.3,2022-23,2022-23,21,50,47,28.3,3.9,8.8,2.6,4.7,1.3,4.1,2.2,3.0,2.3,5.8,8.1,1.4,0.4,0.7,1.4,2.7,11.3,.442,.542,.327,.738,.560,.518,F-C,DET,stewais01
79,Lamar Stevens,109,111,9.5,10.9,4.0,1.2,1.6,7.9,13.6,2022-23,2022-23,25,62,25,18.1,2.1,4.6,1.6,3.1,0.5,1.5,0.6,0.9,0.8,2.6,3.3,0.5,0.4,0.3,0.4,1.3,5.3,.448,.513,.316,.702,.524,.500,F,CLE,stevela01
80,Jaden Springer,116,108,17.2,9.3,13.8,3.9,3.1,7.2,20.8,2022-23,2022-23,20,16,2,5.6,1.1,2.2,0.9,1.9,0.1,0.3,0.4,0.5,0.4,0.5,0.9,0.5,0.4,0.2,0.2,0.9,2.6,.486,.500,.400,.750,.545,.514,G,PHI,sprinja01
81,Jeremy Sochan,103,120,11.4,11.0,13.6,1.4,1.3,13.9,19.8,2022-23,2022-23,19,56,53,26.0,4.5,9.9,3.9,7.5,0.6,2.4,1.4,2.1,1.7,3.6,5.3,2.5,0.8,0.4,1.7,2.5,11.0,.453,.519,.246,.698,.509,.483,F,SAS,sochaje01
82,Xavier Sneed,124,120,9.5,5.6,13.9,0.0,1.8,20.3,12.9,2022-23,2022-23,25,4,0,12.0,1.3,2.5,0.5,1.0,0.8,1.5,1.0,1.0,0.0,1.3,1.3,1.3,0.0,0.3,0.8,1.8,4.3,.500,.500,.500,1.000,.723,.650,F,CHO,sneedxa01
83,Jalen Smith,113,116,15.9,17.1,7.6,0.8,4.0,11.2,21.0,2022-23,2022-23,22,68,31,18.8,3.6,7.5,2.8,4.7,0.8,2.8,1.5,2.0,1.9,3.9,5.8,1.0,0.3,0.9,1.1,2.3,9.4,.476,.593,.283,.759,.565,.530,F,IND,smithja04
84,Jabari Smith Jr.,108,119,11.2,12.7,5.9,0.9,3.0,9.6,18.4,2022-23,2022-23,19,79,79,31.0,4.6,11.3,3.1,6.3,1.5,4.9,2.1,2.6,1.5,5.7,7.2,1.3,0.5,0.9,1.3,2.9,12.8,.408,.487,.307,.786,.514,.475,F,HOU,smithja05
85,Ish Smith,89,116,6.5,7.8,32.5,1.0,1.6,24.9,19.3,2022-23,2022-23,34,43,0,9.3,1.2,3.0,1.2,2.8,0.0,0.3,0.0,0.1,0.1,1.1,1.3,2.3,0.2,0.2,1.0,0.8,2.5,.397,.420,.167,.500,.407,.405,G,DEN,smithis01
86,Dru Smith,111,110,11.4,8.7,19.3,3.1,2.5,6.1,13.8,2022-23,2022-23,25,15,1,10.5,1.2,3.0,0.9,1.7,0.3,1.3,0.2,0.2,0.1,1.5,1.6,1.5,0.7,0.3,0.2,1.5,2.9,.400,.500,.263,1.000,.475,.456,G,BRKMIA,smithdr01
