,Player,ORB%,DRB%,AST%,STL%,BLK%,TOV%,USG%,Age,G,GS,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos
529,Marcus Morris,3.5,14.9,8.7,1.2,0.9,9.3,20.1,23-33,766,502,6.0,13.7,3.9,8.1,2.1,5.6,2.3,2.9,1.1,4.9,6.0,2.0,0.9,0.4,1.5,2.8,16.4,0.435,0.476,0.378,0.773,0.544,0.513,F
531,Darius Morris,3.3,6.1,19.8,1.7,0.1,18.1,17.7,22-24,113,17,4.1,10.8,2.9,7.0,1.2,3.8,1.3,2.0,1.1,2.0,3.1,4.7,1.2,0.1,2.6,3.1,10.7,0.379,0.415,0.314,0.625,0.455,0.435,G
533,Eric Moreland,10.6,27.7,12.6,1.8,5.5,24.9,9.8,23-27,83,3,2.9,5.5,2.9,5.4,0.0,0.0,0.5,1.3,3.5,8.9,12.4,3.3,1.3,2.2,2.0,5.2,6.4,0.537,0.533,1.0,0.394,0.531,0.54,F-C
534,Ja Morant,3.3,12.6,35.9,1.5,0.8,14.2,30.3,20-23,248,246,9.1,19.4,7.7,15.0,1.4,4.4,5.4,7.2,1.1,4.3,5.4,8.3,1.1,0.3,3.7,1.7,25.1,0.472,0.517,0.321,0.753,0.557,0.509,G
536,E'Twaun Moore,2.5,7.9,12.5,1.5,0.8,10.6,17.2,23-31,560,191,5.5,12.1,4.0,8.1,1.6,4.1,1.0,1.3,0.8,2.6,3.5,3.0,1.1,0.4,1.5,2.7,13.6,0.457,0.492,0.389,0.738,0.537,0.522,G-F
539,Moses Moody,3.5,10.5,7.0,0.8,1.1,9.5,14.9,19-20,115,14,4.8,10.4,2.5,4.2,2.3,6.2,1.6,2.3,1.1,3.5,4.7,1.9,0.6,0.4,1.2,2.5,13.4,0.459,0.6,0.363,0.73,0.59,0.567,G
541,Greg Monroe,10.8,23.4,14.3,1.9,1.8,13.7,23.3,22-31,500,303,7.2,14.1,7.2,14.0,0.0,0.0,3.5,5.0,3.5,7.4,10.9,3.0,1.4,0.8,2.6,2.9,17.9,0.509,0.511,0.067,0.707,0.549,0.509,C-F
542,Malik Monk,1.8,10.8,17.6,1.3,1.1,12.3,23.4,19-24,386,38,6.8,15.8,3.9,7.6,2.9,8.2,2.4,2.9,0.6,3.5,4.1,4.2,0.9,0.4,2.4,2.5,18.9,0.43,0.51,0.356,0.849,0.555,0.522,G
545,Nazr Mohammed,12.3,21.1,5.5,1.5,3.6,15.8,14.7,35-38,171,13,3.5,8.8,3.5,8.7,0.0,0.1,1.4,2.1,3.9,6.7,10.6,1.3,1.0,1.7,1.8,5.0,8.3,0.399,0.401,0.0,0.646,0.431,0.399,C
547,Evan Mobley,7.6,21.4,12.0,1.2,4.2,12.1,20.3,20-21,148,148,6.8,12.7,6.4,11.3,0.3,1.4,2.7,4.0,2.4,6.8,9.1,2.8,0.8,1.7,2.0,2.6,16.5,0.533,0.57,0.232,0.669,0.572,0.546,F-C
551,Donovan Mitchell,2.7,10.7,22.7,1.9,0.8,11.3,31.6,21-26,413,405,9.3,20.7,6.2,12.3,3.1,8.4,4.3,5.1,0.8,3.6,4.4,4.7,1.4,0.3,2.9,2.7,26.0,0.448,0.505,0.365,0.839,0.565,0.522,G
552,Davion Mitchell,1.5,7.0,20.1,1.3,1.0,12.0,17.9,23-24,155,28,5.4,12.7,3.8,7.4,1.7,5.3,0.8,1.2,0.5,2.3,2.8,5.1,1.0,0.4,1.8,2.6,13.4,0.429,0.509,0.317,0.698,0.507,0.495,G
553,Nikola Mirotić,4.2,21.8,8.3,1.5,2.3,9.9,21.7,23-27,319,95,6.1,14.4,3.2,6.4,2.9,8.0,3.2,4.0,1.4,7.4,8.8,1.9,1.1,1.1,1.8,3.1,18.2,0.423,0.502,0.359,0.808,0.565,0.522,F
556,Shake Milton,2.7,10.1,19.5,1.1,1.1,12.1,20.1,22-26,254,45,6.0,13.2,4.4,8.7,1.6,4.5,2.5,3.0,0.9,3.3,4.1,4.7,0.8,0.4,2.0,3.2,16.1,0.455,0.502,0.365,0.828,0.556,0.518,G
557,Paul Millsap,7.6,19.9,14.5,2.3,2.8,12.4,22.7,27-36,623,559,6.5,13.8,5.5,10.8,1.0,3.0,3.8,5.1,2.4,6.4,8.8,3.2,1.6,1.2,2.3,3.3,17.9,0.469,0.503,0.345,0.747,0.555,0.507,F
559,Patty Mills,1.6,7.4,15.9,1.5,0.4,10.3,19.2,24-34,770,104,5.6,13.2,2.5,5.2,3.1,8.0,1.5,1.7,0.5,2.4,3.0,3.9,1.1,0.2,1.6,2.2,15.8,0.425,0.481,0.389,0.859,0.566,0.543,G
561,Mike Miller,1.9,14.7,12.7,1.0,0.4,15.4,12.9,32-36,260,38,3.6,8.2,1.3,2.8,2.2,5.4,0.6,0.7,0.6,4.6,5.1,3.2,0.7,0.2,1.6,2.8,10.0,0.436,0.481,0.413,0.808,0.586,0.573,F-G
563,Darius Miller,1.1,8.0,9.1,1.1,1.0,11.0,12.5,22-30,271,28,3.7,8.7,1.4,2.7,2.3,6.0,1.1,1.3,0.3,2.7,3.0,2.5,0.8,0.4,1.1,3.5,10.7,0.419,0.5,0.383,0.84,0.576,0.552,F
564,Andre Miller,3.2,9.9,31.8,1.6,0.4,20.8,16.3,36-39,260,17,4.6,9.4,4.3,8.4,0.3,0.9,2.3,2.8,1.0,3.2,4.2,7.8,1.2,0.2,2.8,2.8,11.6,0.487,0.509,0.291,0.803,0.55,0.502,G
566,C.J. Miles,1.7,11.5,6.7,1.7,1.3,7.7,21.8,25-34,460,144,6.1,15.1,2.7,6.0,3.4,9.1,2.2,2.7,0.6,3.7,4.2,1.5,1.2,0.6,1.4,3.3,17.8,0.405,0.457,0.37,0.827,0.548,0.517,G-F
568,Khris Middleton,2.2,14.3,18.9,1.9,0.5,12.3,23.5,21-31,684,595,7.1,15.4,4.9,10.0,2.1,5.5,3.3,3.7,0.7,4.8,5.5,4.4,1.4,0.2,2.4,2.9,19.5,0.457,0.495,0.388,0.882,0.572,0.526,F-G
570,Chimezie Metu,5.5,23.8,8.0,1.7,2.5,12.3,19.1,21-25,209,26,6.2,12.6,5.1,9.1,1.1,3.5,2.4,3.2,1.8,7.7,9.5,2.0,1.3,1.1,2.0,3.4,15.8,0.492,0.567,0.298,0.755,0.566,0.534,F-C
572,De'Anthony Melton,3.6,14.4,16.8,3.0,2.0,14.6,18.3,20-24,312,113,5.1,12.3,2.8,6.0,2.3,6.3,1.6,2.1,1.2,4.7,5.9,4.4,2.2,0.8,2.3,3.2,14.1,0.414,0.459,0.37,0.771,0.534,0.508,G
574,Nicolò Melli,4.5,15.7,10.3,1.4,1.4,10.3,14.6,29-30,105,12,4.1,10.4,2.0,3.9,2.1,6.5,1.6,2.2,1.5,5.3,6.8,2.8,1.1,0.6,1.3,4.1,11.8,0.392,0.52,0.316,0.745,0.522,0.491,F
576,Salah Mejri,11.6,26.1,5.8,1.5,6.8,18.2,12.7,29-32,204,22,4.1,6.9,4.0,6.3,0.2,0.6,1.8,3.0,3.8,8.1,12.0,1.4,1.1,2.8,1.8,5.7,10.3,0.603,0.634,0.293,0.59,0.625,0.616,C
577,Jodie Meeks,1.4,8.4,8.3,1.9,0.2,9.0,18.8,25-31,339,90,5.3,12.5,3.0,6.2,2.3,6.2,2.9,3.3,0.5,2.8,3.2,1.9,1.4,0.1,1.4,1.9,15.8,0.423,0.473,0.374,0.877,0.567,0.517,G
578,Josh McRoberts,5.1,15.4,19.1,1.3,1.3,14.4,13.9,25-30,228,119,3.7,8.6,2.6,5.3,1.1,3.3,1.2,1.6,1.6,4.9,6.5,4.5,0.9,0.6,1.6,3.2,9.8,0.431,0.488,0.341,0.728,0.523,0.497,F-C
579,Jordan McRae,2.2,12.6,14.9,1.3,1.5,9.6,22.7,24-28,123,9,6.4,15.4,4.6,10.4,1.8,5.0,3.4,4.4,0.7,4.1,4.8,3.5,1.0,0.6,1.8,3.1,18.0,0.417,0.447,0.355,0.772,0.519,0.474,G
581,Ben McLemore,2.0,9.3,6.9,1.4,0.7,11.6,18.1,20-28,556,267,5.1,12.3,2.6,5.4,2.5,6.9,1.8,2.2,0.6,3.0,3.6,1.6,1.0,0.3,1.7,3.4,14.4,0.414,0.479,0.363,0.78,0.543,0.516,G
582,Jordan McLaughlin,2.2,8.8,27.9,2.6,0.7,15.7,13.1,23-26,186,7,3.9,8.9,2.6,5.0,1.3,3.8,1.1,1.5,0.8,2.9,3.6,7.5,2.0,0.3,1.8,1.8,10.2,0.439,0.514,0.341,0.74,0.535,0.513,G
584,Alfonzo McKinnie,8.1,15.1,3.6,1.2,1.1,9.7,14.9,25-29,182,9,4.9,10.5,3.5,6.1,1.4,4.4,1.1,1.8,2.6,5.1,7.7,1.0,0.9,0.5,1.2,4.5,12.3,0.467,0.569,0.326,0.583,0.544,0.535,F
586,Rodney McGruder,4.4,11.2,8.8,1.3,0.7,9.9,13.5,25-31,317,132,4.0,9.5,2.2,4.6,1.8,4.9,0.9,1.4,1.5,3.7,5.2,2.2,0.9,0.3,1.1,2.7,10.7,0.42,0.483,0.36,0.672,0.528,0.513,G
589,JaVale McGee,12.9,22.8,4.8,1.2,7.2,13.7,20.7,25-35,588,190,8.0,13.3,7.9,13.0,0.1,0.3,2.4,3.8,4.2,7.7,11.9,1.1,0.9,3.1,2.4,5.1,18.5,0.604,0.613,0.209,0.622,0.618,0.606,C
592,Doug McDermott,2.2,9.9,7.0,0.5,0.4,8.0,17.7,23-31,591,94,6.1,12.8,3.6,6.8,2.5,6.0,1.5,1.8,0.7,3.3,4.0,1.7,0.4,0.2,1.2,2.6,16.1,0.474,0.531,0.41,0.813,0.591,0.571,F
593,K.J. McDaniels,4.8,12.1,7.7,1.7,3.6,16.5,18.9,21-23,148,16,4.8,11.6,3.6,7.5,1.2,4.1,2.7,3.5,1.7,3.9,5.6,1.6,1.2,1.6,2.6,3.5,13.5,0.412,0.479,0.29,0.776,0.512,0.464,G-F
594,Jalen McDaniels,4.3,16.2,9.0,1.7,1.8,12.0,16.4,22-25,198,44,5.1,11.0,3.7,6.8,1.5,4.2,2.0,2.6,1.4,5.3,6.7,2.3,1.3,0.7,1.7,3.9,13.8,0.465,0.54,0.345,0.784,0.565,0.531,F
595,Jaden McDaniels,4.2,11.8,7.1,1.3,3.0,11.8,14.6,20-22,212,137,5.0,10.3,3.3,5.8,1.6,4.5,1.2,1.6,1.4,3.8,5.2,1.9,1.0,1.2,1.5,4.2,12.7,0.482,0.577,0.36,0.731,0.579,0.561,F
598,T.J. McConnell,2.7,12.1,33.2,2.7,0.7,20.1,15.9,23-30,556,92,5.2,10.2,4.8,9.0,0.4,1.2,0.9,1.1,0.9,4.0,4.9,8.3,2.0,0.3,2.7,2.4,11.6,0.509,0.531,0.343,0.784,0.546,0.529,G
599,CJ McCollum,2.2,9.9,19.3,1.4,1.0,9.4,26.3,22-31,665,568,8.4,18.5,5.7,11.7,2.7,6.8,2.4,3.0,0.7,3.3,4.0,4.2,1.0,0.4,2.0,2.4,21.8,0.453,0.486,0.395,0.804,0.552,0.525,G
601,Patrick McCaw,2.2,7.9,10.2,2.0,0.7,14.2,11.1,21-25,199,43,3.1,7.4,2.1,4.2,1.0,3.2,0.9,1.1,0.7,2.7,3.4,2.9,1.5,0.3,1.3,2.5,8.1,0.42,0.508,0.305,0.785,0.511,0.486,G
602,Ray McCallum,3.2,9.1,20.7,1.4,0.8,13.1,17.8,22-24,154,46,4.8,11.7,3.9,9.0,0.9,2.7,1.3,1.8,1.0,2.9,3.9,4.7,1.0,0.3,1.9,2.4,11.8,0.408,0.43,0.335,0.711,0.47,0.447,G
604,Miles McBride,1.6,7.3,13.6,2.2,0.8,8.0,14.4,21-22,104,4,3.5,10.3,1.7,3.8,1.8,6.4,1.1,1.7,0.5,2.4,2.9,3.6,1.6,0.3,1.0,3.3,9.9,0.337,0.43,0.282,0.667,0.448,0.426,G
605,James Michael McAdoo,10.4,12.9,5.8,1.8,4.1,12.1,17.1,22-25,111,3,5.5,10.4,5.3,9.7,0.2,0.7,2.6,4.9,3.3,4.5,7.7,1.5,1.4,1.9,1.7,4.4,13.8,0.528,0.545,0.294,0.534,0.549,0.538,F
606,Luc Mbah a Moute,4.3,11.3,5.6,2.0,1.2,12.9,13.7,26-33,412,265,3.8,8.7,3.0,6.3,0.8,2.4,1.5,2.4,1.4,3.7,5.1,1.3,1.4,0.5,1.4,2.3,9.9,0.44,0.477,0.341,0.616,0.51,0.486,F
608,O.J. Mayo,1.7,9.6,17.9,1.6,0.7,15.2,21.4,25-28,246,144,5.6,13.3,3.7,8.1,1.9,5.2,2.1,2.6,0.5,3.1,3.6,4.0,1.2,0.3,2.6,3.1,15.3,0.423,0.457,0.371,0.826,0.531,0.496,G
609,Eric Maynor,1.6,6.0,27.3,1.2,0.2,20.7,18.3,25-26,95,0,3.9,10.7,2.6,6.9,1.3,3.7,1.4,2.0,0.5,1.9,2.4,6.5,0.9,0.1,3.0,2.0,10.4,0.361,0.369,0.346,0.699,0.45,0.421,G
610,Jason Maxiell,8.8,16.5,4.1,1.0,4.0,12.6,14.2,29-31,167,84,3.8,8.6,3.8,8.6,0.0,0.0,1.7,2.8,2.8,5.1,8.0,0.9,0.7,1.8,1.4,3.6,9.2,0.44,0.44,0.0,0.591,0.469,0.44,F-C
611,Tyrese Maxey,1.2,9.2,18.4,1.1,0.9,7.5,22.1,20-22,196,123,7.2,15.0,5.1,10.0,2.1,5.0,2.9,3.4,0.4,3.0,3.3,4.2,0.8,0.3,1.3,2.4,19.4,0.479,0.512,0.414,0.858,0.587,0.548,G
612,Wesley Matthews,1.7,8.8,10.2,1.5,0.6,9.4,17.1,26-36,720,583,4.7,11.4,2.2,4.7,2.5,6.7,1.9,2.4,0.6,2.9,3.5,2.4,1.1,0.3,1.3,2.5,13.8,0.411,0.467,0.372,0.815,0.554,0.521,G
616,Garrison Mathews,1.9,9.3,4.7,1.5,0.9,6.5,13.6,23-26,201,57,3.7,9.4,0.8,1.4,2.9,8.0,3.0,3.6,0.6,3.0,3.7,1.2,1.2,0.4,0.8,3.6,13.4,0.396,0.559,0.367,0.845,0.61,0.551,G
618,Roger Mason,1.0,11.6,9.7,1.2,0.7,13.2,14.4,32-33,94,15,3.8,9.1,1.8,4.0,2.0,5.0,1.1,1.2,0.3,3.5,3.7,2.3,0.8,0.3,1.5,3.2,10.8,0.422,0.448,0.401,0.92,0.562,0.534,G
619,Frank Mason III,2.9,11.2,24.5,1.7,0.9,14.1,22.3,23-26,103,3,5.5,13.9,4.3,10.0,1.2,3.9,3.3,4.4,1.0,3.6,4.5,6.1,1.2,0.3,2.6,2.8,15.5,0.396,0.433,0.301,0.755,0.489,0.438,G
621,Kevin Martin,1.7,8.9,9.3,1.5,0.2,9.4,23.6,29-32,239,117,6.5,15.3,4.4,9.9,2.1,5.3,4.5,5.1,0.5,2.9,3.4,2.0,1.1,0.1,1.8,2.3,19.7,0.426,0.441,0.399,0.889,0.562,0.496,G
623,Kenyon Martin Jr.,6.0,15.8,8.2,1.0,2.0,9.7,16.2,20-22,206,59,6.1,11.2,4.9,7.8,1.2,3.4,2.1,3.1,2.0,5.1,7.1,2.0,0.8,0.8,1.4,2.5,15.5,0.545,0.636,0.34,0.674,0.616,0.597,F
624,Kelan Martin,4.0,15.8,6.9,1.1,1.8,8.9,18.7,24-26,96,5,5.8,13.9,3.8,7.4,2.0,6.6,1.4,1.5,1.3,5.2,6.5,1.7,0.9,0.8,1.4,3.5,14.9,0.414,0.51,0.307,0.889,0.511,0.487,F
626,Jarell Martin,7.2,18.0,6.1,1.2,2.3,12.9,17.1,21-24,184,40,4.6,10.7,3.8,8.4,0.8,2.2,2.3,2.9,2.3,5.5,7.9,1.4,0.8,0.9,1.8,5.1,12.3,0.434,0.457,0.346,0.766,0.513,0.47,F
627,Cody Martin,5.1,13.1,13.5,2.2,1.4,13.4,12.6,24-27,178,24,3.7,8.2,2.8,5.2,0.9,3.0,1.4,2.1,1.7,4.3,6.0,3.6,1.6,0.5,1.4,2.5,9.8,0.457,0.535,0.318,0.658,0.538,0.514,G-F
628,Cartier Martin,1.5,13.3,5.7,1.4,0.6,10.4,17.6,28-30,123,9,4.5,11.6,2.0,4.9,2.5,6.7,1.4,1.9,0.5,4.2,4.7,1.3,1.0,0.3,1.5,3.0,13.0,0.39,0.414,0.373,0.731,0.521,0.498,F
629,Caleb Martin,4.9,14.0,8.6,1.9,1.8,11.1,15.4,24-27,202,65,4.7,10.2,3.1,5.9,1.6,4.3,1.7,2.3,1.6,4.4,5.9,2.1,1.4,0.6,1.4,2.7,12.6,0.458,0.532,0.36,0.756,0.564,0.535,F
630,Naji Marshall,3.5,16.2,14.4,1.7,0.9,13.1,18.3,23-25,164,35,4.9,11.7,3.6,7.2,1.3,4.5,3.0,3.8,1.1,5.2,6.3,3.8,1.3,0.4,2.0,2.7,14.0,0.418,0.501,0.286,0.773,0.524,0.473,F
631,Kendall Marshall,0.8,8.2,37.1,1.7,0.2,25.8,15.8,21-24,160,57,3.7,9.2,2.2,5.2,1.5,4.0,0.5,0.8,0.3,2.7,3.0,9.1,1.2,0.1,3.3,2.1,9.4,0.399,0.422,0.37,0.611,0.489,0.48,G
632,Lauri Markkanen,4.4,21.0,7.0,1.1,1.5,8.6,22.7,20-25,348,322,7.1,15.6,4.3,8.0,2.8,7.6,3.4,3.9,1.5,6.9,8.4,1.6,0.8,0.6,1.6,2.2,20.4,0.455,0.534,0.371,0.858,0.588,0.545,F-C
633,Boban Marjanović,15.5,29.2,8.7,1.0,2.8,12.6,25.1,27-34,317,25,8.7,15.1,8.6,14.6,0.1,0.5,5.3,7.0,5.1,9.8,14.8,1.9,0.8,1.2,2.6,4.3,22.9,0.579,0.591,0.25,0.765,0.632,0.584,C
634,Shawn Marion,7.1,17.9,9.5,1.8,1.6,11.6,16.3,34-36,200,167,5.3,10.9,4.7,9.0,0.6,1.8,1.0,1.3,2.2,5.8,8.0,2.2,1.3,0.7,1.5,1.9,12.3,0.489,0.522,0.331,0.78,0.536,0.517,F
637,Tre Mann,2.1,11.5,12.2,1.6,0.8,10.4,21.4,20-21,127,31,6.0,15.4,3.5,7.9,2.5,7.5,1.5,1.9,0.7,3.9,4.6,3.0,1.2,0.3,1.9,2.8,16.1,0.393,0.445,0.338,0.781,0.497,0.475,G
638,Terance Mann,4.7,13.8,13.4,1.2,0.9,10.9,15.4,23-26,270,85,5.1,10.2,3.9,7.0,1.2,3.2,2.0,2.5,1.5,4.7,6.2,3.4,0.8,0.4,1.4,3.1,13.3,0.5,0.553,0.383,0.784,0.592,0.56,G-F
640,Sandro Mamukelashvili,10.5,16.3,10.8,1.0,1.7,11.6,16.9,22-23,84,10,5.2,11.6,3.4,6.5,1.8,5.1,1.9,2.7,3.5,5.5,9.0,2.8,0.8,0.7,1.7,2.7,14.1,0.446,0.526,0.344,0.722,0.549,0.522,C-F
641,Théo Maledon,1.7,12.2,20.0,1.7,0.9,16.7,19.1,19-21,160,63,4.5,12.1,2.7,6.4,1.8,5.7,2.5,3.1,0.6,4.1,4.7,5.0,1.3,0.3,2.7,2.6,13.4,0.377,0.431,0.317,0.786,0.497,0.452,G
642,Thon Maker,6.8,15.7,6.3,1.3,4.1,11.2,15.5,19-23,263,65,4.2,9.7,2.9,5.8,1.3,3.9,2.3,3.4,2.2,5.0,7.2,1.6,1.0,1.7,1.4,4.6,12.1,0.435,0.509,0.327,0.68,0.539,0.502,F-C
643,Ian Mahinmi,10.1,18.9,5.8,1.8,3.6,18.1,14.6,26-33,469,121,4.1,7.8,4.1,7.6,0.0,0.2,2.5,4.3,3.3,6.2,9.4,1.4,1.3,1.6,2.1,5.6,10.8,0.527,0.536,0.17,0.59,0.557,0.529,C
649,Shelvin Mack,1.6,10.3,26.7,1.8,0.2,15.8,19.3,22-28,392,56,5.1,12.0,3.7,7.8,1.4,4.1,1.5,2.1,0.5,3.3,3.8,6.1,1.3,0.1,2.4,2.4,13.1,0.425,0.475,0.332,0.734,0.508,0.483,G
652,Trey Lyles,5.2,21.4,8.6,1.1,1.7,10.6,19.2,20-27,523,126,5.6,12.6,3.8,7.3,1.8,5.4,2.4,3.3,1.7,6.9,8.6,2.1,0.8,0.7,1.7,2.8,15.5,0.443,0.517,0.342,0.749,0.549,0.515,F
654,Timothé Luwawu-Cabarrot,2.6,10.8,7.8,1.2,0.7,11.3,16.9,21-26,328,60,4.4,11.4,2.2,4.8,2.2,6.6,2.2,2.7,0.8,3.6,4.5,2.0,0.9,0.3,1.6,4.1,13.3,0.391,0.468,0.335,0.829,0.53,0.488,F
657,John Lucas III,1.6,6.7,20.2,1.5,0.0,8.9,19.3,30-34,131,6,5.0,13.4,3.0,7.8,1.9,5.6,0.7,1.0,0.5,2.0,2.5,4.4,1.0,0.0,1.4,2.3,12.5,0.37,0.39,0.343,0.717,0.454,0.442,G
659,Kyle Lowry,2.5,13.3,31.6,2.0,0.8,15.2,22.1,26-36,719,692,5.6,13.2,3.0,6.3,2.6,6.9,3.7,4.5,0.8,4.2,5.1,7.3,1.5,0.3,2.7,3.0,17.5,0.425,0.48,0.375,0.828,0.577,0.523,G
660,Kevin Love,6.8,29.9,13.8,1.1,1.0,11.0,24.6,24-34,605,492,6.7,15.5,4.0,8.2,2.7,7.3,4.5,5.3,2.2,9.6,11.8,3.1,0.8,0.5,2.2,2.2,20.5,0.431,0.485,0.37,0.834,0.574,0.517,F
662,Robin Lopez,11.4,12.8,7.0,0.5,3.9,13.1,17.4,24-34,734,511,6.1,11.2,6.0,10.8,0.1,0.4,2.0,2.7,3.8,4.2,8.0,1.6,0.3,1.7,1.9,2.8,14.3,0.541,0.55,0.301,0.752,0.576,0.547,C
663,Brook Lopez,6.8,14.9,7.8,1.0,5.4,9.9,23.2,24-34,695,662,7.6,15.4,6.2,11.3,1.4,4.1,3.4,4.2,2.2,5.1,7.3,1.7,0.7,2.4,1.9,3.1,20.0,0.494,0.547,0.347,0.795,0.579,0.54,C
664,Kevon Looney,13.4,20.7,11.7,1.4,2.8,12.0,11.8,19-26,449,220,4.4,7.6,4.4,7.3,0.0,0.3,1.5,2.5,4.3,7.0,11.3,3.2,1.0,1.2,1.2,4.5,10.4,0.582,0.597,0.169,0.606,0.598,0.585,F-C
668,Shaun Livingston,3.3,9.6,19.5,1.8,1.4,15.8,14.7,27-33,509,85,4.6,9.0,4.6,8.9,0.0,0.1,1.9,2.4,1.0,3.2,4.2,4.9,1.3,0.6,1.9,3.1,11.1,0.507,0.512,0.118,0.806,0.55,0.508,G
670,Nassir Little,4.8,15.9,6.5,0.9,2.3,9.5,15.1,19-22,192,34,4.6,10.3,3.0,5.3,1.7,5.0,1.8,2.5,1.6,5.1,6.7,1.6,0.7,0.9,1.2,3.0,12.8,0.451,0.559,0.335,0.725,0.56,0.532,F
671,Jeremy Lin,1.7,10.3,25.6,1.9,1.1,17.2,21.8,24-30,416,196,5.5,12.8,4.1,8.7,1.4,4.0,3.9,4.8,0.5,3.4,3.9,5.8,1.4,0.5,3.1,3.1,16.3,0.433,0.474,0.344,0.811,0.549,0.487,G
672,Damian Lillard,1.8,10.9,30.9,1.3,0.7,11.7,29.2,22-32,769,769,8.1,18.4,5.0,10.2,3.1,8.3,5.7,6.4,0.6,3.6,4.2,6.6,0.9,0.3,2.8,1.9,25.0,0.439,0.494,0.372,0.895,0.588,0.523,G
673,DeAndre Liggins,2.7,11.9,8.6,2.8,1.4,19.0,10.0,24-29,160,24,2.4,5.9,1.5,3.6,0.9,2.4,0.7,1.3,0.8,3.9,4.8,2.4,2.0,0.6,1.5,3.9,6.3,0.395,0.416,0.364,0.571,0.483,0.468,G
675,Rashard Lewis,3.2,12.7,7.3,2.2,1.0,11.6,15.9,33-34,115,15,4.1,9.9,2.1,4.5,2.0,5.4,1.1,1.6,0.9,3.8,4.7,1.8,1.5,0.4,1.4,3.2,11.3,0.414,0.473,0.366,0.692,0.532,0.514,F
676,Kira Lewis Jr.,1.9,8.8,18.7,1.9,0.8,10.3,19.4,19-21,103,0,5.6,13.9,3.9,8.7,1.7,5.2,1.8,2.1,0.6,2.8,3.5,4.8,1.4,0.3,1.7,3.1,14.5,0.401,0.448,0.321,0.847,0.491,0.461,G
677,Caris LeVert,2.9,11.9,21.9,1.8,1.0,12.1,23.4,22-28,392,210,6.8,15.5,4.9,10.1,1.8,5.4,2.8,3.8,0.9,4.0,4.9,5.1,1.4,0.4,2.4,2.7,18.2,0.436,0.485,0.344,0.735,0.528,0.496,G-F
678,Jon Leuer,6.3,20.9,8.1,1.2,1.3,10.8,18.4,23-29,331,68,5.9,12.2,5.1,9.8,0.8,2.5,1.9,2.5,2.1,6.6,8.7,1.8,0.8,0.6,1.6,3.4,14.5,0.481,0.521,0.328,0.768,0.545,0.515,F
679,Meyers Leonard,5.1,21.5,8.0,0.6,1.4,12.7,15.0,20-30,456,95,4.8,10.0,3.2,5.7,1.7,4.2,1.3,1.6,1.6,7.1,8.8,2.0,0.4,0.6,1.6,4.9,12.6,0.482,0.55,0.39,0.812,0.589,0.565,C-F
680,Kawhi Leonard,4.1,18.1,16.6,2.7,1.6,9.1,26.2,21-31,564,560,8.4,16.9,6.5,12.1,1.8,4.7,4.8,5.5,1.3,6.0,7.3,3.6,2.0,0.7,1.9,1.9,23.3,0.495,0.537,0.388,0.862,0.604,0.55,F
681,Alex Len,10.7,23.1,6.9,1.0,4.2,14.9,17.8,20-29,596,237,5.6,11.0,5.2,9.9,0.4,1.1,3.0,4.4,3.6,7.6,11.2,1.7,0.8,1.8,2.3,4.9,14.5,0.507,0.527,0.327,0.683,0.561,0.524,C
683,Saben Lee,3.1,11.5,28.9,2.4,1.3,16.0,17.7,21-23,110,8,4.4,10.4,3.8,8.1,0.7,2.3,3.3,4.4,1.0,3.6,4.7,7.1,1.8,0.5,2.4,3.1,12.8,0.427,0.466,0.292,0.733,0.519,0.46,G
685,David Lee,9.7,22.9,13.9,1.2,1.3,13.3,21.8,29-33,331,165,7.2,13.6,7.2,13.6,0.0,0.0,3.0,3.9,3.1,7.6,10.8,3.1,0.8,0.6,2.4,3.3,17.4,0.53,0.531,0.0,0.761,0.568,0.53,F
686,Damion Lee,2.5,15.2,9.7,1.5,0.4,10.3,16.4,25-30,290,58,4.9,11.3,2.7,5.4,2.2,5.9,2.1,2.4,0.8,5.0,5.9,2.4,1.1,0.2,1.4,2.8,14.2,0.436,0.499,0.379,0.878,0.574,0.535,G
687,Courtney Lee,1.7,8.9,10.2,1.9,0.8,9.9,15.5,27-34,524,383,4.8,10.4,3.3,6.8,1.4,3.7,1.5,1.7,0.5,2.9,3.4,2.4,1.3,0.4,1.2,2.1,12.5,0.458,0.495,0.389,0.866,0.558,0.526,G
690,T.J. Leaf,8.7,16.7,5.1,1.0,2.0,6.7,16.9,20-23,146,2,5.9,12.1,5.0,9.4,0.9,2.6,1.1,1.9,2.8,5.5,8.2,1.3,0.8,0.8,0.9,3.0,13.9,0.492,0.534,0.341,0.585,0.538,0.529,F
691,Jake Layman,3.5,10.9,5.8,1.5,1.9,10.2,16.3,22-27,243,49,5.3,11.6,3.8,6.5,1.5,5.1,1.5,2.1,1.2,3.7,4.8,1.5,1.2,0.8,1.4,3.0,13.6,0.46,0.585,0.3,0.719,0.547,0.526,F
692,Ty Lawson,2.0,8.0,34.3,2.0,0.3,15.9,20.5,25-29,345,244,5.4,12.2,4.4,9.3,1.0,3.0,3.6,4.7,0.6,2.6,3.2,8.0,1.5,0.1,2.7,2.0,15.4,0.44,0.471,0.343,0.764,0.538,0.482,G
